date,text
2020-09-11T09:19:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nBISI\nReversal from 1-Month Low\nBuy at: 880\nSL: < 845\nTP:925\nAlert Date: 2020-09-11\nAlert Time: 09:19:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-11T09:22:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nTPIA\nReversal from 1-Month Low\nBuy at: 6450\nSL: < 6200\nTP:6775\nAlert Date: 2020-09-11\nAlert Time: 09:22:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-11T09:28:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nMDLN\nReversal from 1-Month Low\nBuy at: 53\nSL: < 51\nTP:56\nAlert Date: 2020-09-11\nAlert Time: 09:28:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-11T09:31:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nINDR\nReversal from 1-Month Low\nBuy at: 2160\nSL: < 2080\nTP:2270\nAlert Date: 2020-09-11\nAlert Time: 09:31:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-11T09:34:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nMLBI\nReversal from YTD Low\nBuy at: 8475\nSL: < 8175\nTP:8900\nAlert Date: 2020-09-11\nAlert Time: 09:34:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-14T09:16:08,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nBDMN\nReversal from 3-Month Low\nBuy at: 2290\nSL: < 2100\nTP:2410\nAlert Date: 2020-09-14\nAlert Time: 09:16:02\n\nBRPT\nReversal from 3-Month Low\nBuy at: 745\nSL: < 695\nTP:785\nAlert Date: 2020-09-14\nAlert Time: 09:16:02\n\nDILD\nReversal from YTD Low\nBuy at: 173\nSL: < 157\nTP:181\nAlert Date: 2020-09-14\nAlert Time: 09:16:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-14T09:22:02,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nSMSM\nReversal from 1-Month Low\nBuy at: 1105\nSL: < 1065\nTP:1165\nAlert Date: 2020-09-14\nAlert Time: 09:22:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-14T10:16:01,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nBRMS\nReversal from All-Time Low\nBuy at: 53\nSL: < 50\nTP:56\nAlert Date: 2020-09-14\nAlert Time: 10:16:01\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-14T11:36:03,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nENRG\nReversal from All-Time Low\nBuy at: 53\nSL: < 50\nTP:56\nAlert Date: 2020-09-14\nAlert Time: 11:36:02\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
2020-09-15T09:00:11,"['Berikut ini adalah saham-saham potensial untuk reversal berdasarkan Statistic Algorithm (klik: ', {'type': 'mention', 'text': '@HQSahamIDX_bot'}, ').\nTanda *) artinya saham tersebut adalah saham syariah \n\nARKA\nReversal from All-Time Low\nBuy at: 120\nSL: < 105\nTP:126\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nCSRA\nReversal from 1-Month Low\nBuy at: 366\nSL: < 318\nTP:386\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nDADA\nReversal from All-Time Low\nBuy at: 53\nSL: < 51\nTP:56\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nDUCK\nReversal from All-Time Low\nBuy at: 284\nSL: < 264\nTP:300\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nIRRA\nReversal from 1-Month Low\nBuy at: 600\nSL: < 560\nTP:635\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nLPKR\nReversal from YTD Low\nBuy at: 128\nSL: < 113\nTP:134\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nSIDO\nReversal from YTD Low\nBuy at: 810\nSL: < 745\nTP:855\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nSQMI\nReversal from YTD Low\nBuy at: 156\nSL: < 137\nTP:163\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\nWOWS\nReversal from 1-Month Low\nBuy at: 67\nSL: < 59\nTP:71\nAlert Date: 2020-09-15\nAlert Time: 09:00:05\n\n\nDisclaimer: Trade Your Own Risks and always stick to the tight trading plan.']"
