kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p
PADI;10;4;11;1.3;0.0;-0.3;0;0;0.8;11;none;143620;11307200512;8;9;113072005120;78878621696;-4929594880;-4909011456;13110802432;6;85
PALM;394;336;675;1.0;0.0;-0.2;0;0;0.9;415;none;1054090;15732899840;416;404;6198762405888;66870624256;-4459233542144;-633726369792;3382977495040;4;17
PANR;510;364;690;0.0;0.0;0.1;0;0;1.2;429;none;1664030;1387500032;435;486;707625025536;187855634432;169199878144;2673022337024;512710639616;135;44
PANS;1655;1515;1900;0.1;1.4;0.1;0;0;0.8;2030;none;164500;711428992;1645;1624;1177414926336;1375661326336;96244006912;351422808064;206007566336;1933;36
PBRX;23;14;50;0.1;0.0;-0.0;0;0;1437.5;0;none;19351900;21482000384;26;20;494085996544;20721308;4183964;563829568;326034368;0;25
PDES;268;172;344;0.1;0.0;0.3;0;0;2.8;96;none;81020;715000000;225;263;191620005888;37054132224;10610104320;404981579776;149083521024;51;55
PEGE;126;60;256;2.8;0.0;-0.4;0;0;2.1;59;none;5276590;2833420032;111;125;357010931712;143014592512;-5634579456;-84279238656;0;50;33
PGAS;1530;1060;1700;0.1;0.6;0.1;7.255999;210;13539.8;0;hold;38213070;24241500160;1432;1517;37089496268800;1185677696;797073344;3772196608;1245003136;0;73
PGLI;190;97;230;-0.1;1.9;-1.4;0;0;8.0;23;none;145820;488000000;137;168;92719996928;7938594816;300422656;19060027392;22283321344;16;69
PICO;176;72;210;0.1;0.0;0.0;0;0;0.5;366;none;28776360;568374976;103;128;100033994752;1099576192;-73093242880;591899066368;142501429248;1;75
PJAA;630;570;1040;0.3;0.3;0.1;0;0;0.6;1060;none;262220;1600000000;749;645;1007999975424;271587999744;143404007424;1252715003904;895641976832;169;12
PKPK;815;298;1045;0.1;0.0;-0.2;0;0;4.0;202;none;7031060;1200000000;422;667;978000019456;30861807616;-16862785536;46230335488;71498235904;25;69
PLAS;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
PLIN;2640;2400;3100;0.4;0.5;0.1;0;0;0.8;3108;none;40;3535749888;2622;2576;9334379511808;725468774400;556262752256;1365605744640;517355798528;205;34
PNBN;1865;1035;1985;0.4;0.0;0.0;0;0;0.9;2166;hold;7985760;24081500160;1265;1620;44911999057920;16986207682560;4060573073408;8961212284928;15434551132160;705;87
PNBS;54;50;75;0.1;0.0;0.0;0;0;0.7;74;none;79903190;38813601792;51;53;2095934472192;1077207433216;-453954568192;537116606464;14221826048;27;16
PNIN;1135;830;1235;0.5;0.0;0.1;0;0;0.2;5143;none;3786920;4068320000;920;1025;4617543352320;30321015783424;11661363642368;23672150556672;15320668438528;7452;75
PNLF;470;242;498;0.5;0.0;0.1;0;0;0.5;915;none;141697890;32022099968;332;434;15050387488768;29235391496192;11644964962304;23757531906048;15320668438528;912;89
PNSE;454;392;454;0.0;0.0;0.2;0;0;2.9;159;none;460;797814016;450;452;362207576064;25833181184;23668172800;233990848512;70801727488;32;100
POLY;19;10;50;-0.1;0.0;0.0;0;0;0.0;0;none;317280;2495749888;28;25;47419248640;4086684;4551843;249660992;1075617152;0;22
POOL;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
PPRO;21;7;50;-0.0;0.0;-0.5;0;0;0.5;43;none;0;61675700224;25;22;1295189671936;64739213312;-327889551360;900270325760;9820653486080;1;32
PRAS;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSAB;308;84;420;0.4;0.0;0.1;0;0;28000.0;0;none;518477750;26460000256;199;279;8149679996928;14426781;93271200;242664976;313471520;0;66
PSDN;85;68;187;-3.6;0.0;2.2;0;0;2.0;42;none;1539660;1440000000;90;86;122399997952;3238361344;-144101949440;164981948416;0;2;14
PSKT;20;17;51;0.0;0.0;-0.0;0;0;0.6;32;none;1108530;10351200256;29;22;207023996928;7050140672;3354805760;53699706880;11112845312;0;8
PTBA;2920;2300;3180;0.2;0.8;0.3;6.5425377;446;1.7;1684;hold;16370730;11487200256;2750;2918;33542625034240;4997065998336;4314725875712;39273134817280;3567277047808;433;70
PTIS;246;152;458;-0.0;0.0;0.0;0;0;6833.3;0;none;213040;550164992;246;242;135340589056;2785197;4977107;16472511;0;0;30
PTPP;446;272;640;0.0;0.0;0.0;8.274582;53;0.2;1936;underperform;33097410;6185339904;424;454;2758661636096;3069039083520;539759312896;20242461884416;21677796753408;496;47
PTRO;17925;3620;19975;0.1;0.7;0.0;0;0;73463.1;0;none;10872690;1008600000;8337;13883;18079155224576;73080000;77800000;668739008;253276000;0;87
PTSN;204;199;268;0.1;0.2;0.1;0;0;10200.0;0;none;301660;5314339840;220;207;1084125347840;27252812;25958328;122340880;21030774;0;7
PTSP;945;780;6675;0.0;0.0;0.2;0;0;1.4;675;none;256130;220808000;1220;1084;208663560192;18980704256;76578136064;683596382208;78926028800;86;2
PUDP;216;127;495;-0.2;0.0;0.0;0;0;0.3;783;none;2357000;659120000;238;239;142369914880;74783490048;-13959446528;39312351232;10758795264;113;24
PWON;466;366;530;0.4;0.2;0.1;9.80021;47;1.1;421;buy;42815870;48159600640;432;497;22442374332416;8872052916224;3001377882112;6417246846976;6036809318400;184;60
PYFA;274;81;1545;-0.1;0.0;-0.3;0;0;0.4;666;none;84354990;11236700160;353;203;3078855852032;505423003648;-112975585280;1343422988288;3882869063680;45;13
RAJA;1760;940;2050;0.2;0.3;0.2;0;0;55000.0;0;none;12310290;4227079936;1342;1490;7439660875776;28402668;53047328;253368672;122591504;0;73
RALS;384;374;550;0.2;1.0;0.1;6.911447;55;0.6;593;hold;11416390;5931259904;443;402;2277603803136;2475962925056;603946024960;2746211106816;400756015104;417;5
RANC;515;490;700;-0.0;0.0;-0.3;0;0;2.9;180;none;10250;1564489984;572;534;805712363520;127641452544;176861020160;2825528541184;481345765376;81;11
RBMS;30;22;51;-0.0;0.0;-0.1;0;0;0.2;186;none;792210;2656209920;32;28;79686295552;35945283584;9558645760;156151447552;134469910528;13;27
RDTX;14600;13750;16250;0.6;1.0;0.1;0;0;1.3;11262;none;7120;268800000;14237;14665;3924479967232;454576963584;457961570304;525638533120;188146992;1691;34
RELI;458;390;625;0.4;0.0;0.1;0;0;1.3;341;none;4830;1800000000;466;460;824400019456;113543741440;4699719680;65773625344;367303520;63;28
RICY;79;50;146;-0.0;0.0;-0.8;0;0;0.3;234;none;3990250;641718016;83;82;50695725056;28597415936;96433201152;889692422144;1183738494976;44;30
RIGS;595;458;700;0.2;0.0;0.1;0;0;0.5;1278;none;118430;609129984;534;609;362432331776;267015946240;175332999168;347989540864;0;438;56
RIMO;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
RODA;31;14;58;-0.2;0.0;-0.0;0;0;0.2;146;none;122360;13592099840;31;36;421355094016;45086543872;-40458358784;107736309760;1044893401088;3;38
ROTI;985;960;1340;0.1;1.4;0.2;12.907876;76;2.3;419;buy;1126140;5705350144;1076;1008;5619769671680;476773679104;700925476864;3920166125568;932997758976;83;6
RUIS;179;155;268;0.0;0.0;0.0;0;0;0.2;731;none;657350;770000000;180;180;137830006784;109432610816;93345677312;1985843560448;672969261056;142;21
SAFE;396;147;600;0.3;0.0;0.0;0;0;94.0;4;none;435200;615145024;268;357;243597426688;2592915968;72982585344;234794221568;99274178560;4;54
SAME;280;186;370;0.1;0.0;0.0;0;0;1.3;212;none;1451750;17147100160;276;286;4801187807232;95315886080;205764378624;1685186281472;939124719616;5;51
SCCO;2300;1915;11700;0.1;0.2;0.1;0;0;0.4;6129;none;65830;822334016;2581;2211;1891368173568;824647024640;-18926833664;6215717355520;0;1002;3
SCMA;132;117;170;0.1;0.5;0.1;8.753316;15;1.1;118;buy;167856820;63369400320;137;126;8364760760320;1249468743680;887388372992;6866329403392;18081523712;19;28
SCPI;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
SDMU;24;12;50;0.1;0.0;1.4;0;0;0.7;34;none;242630;1135219968;29;25;27245279232;1329007488;10877922304;91884568576;71968636928;1;31
SDPC;145;121;214;0.0;0.1;0.1;0;0;0.7;217;none;943950;1274000000;139;138;184729993216;14356615168;-177648238592;3737537216512;868154015744;11;25
SDRA;468;450;630;0.5;0.4;0.1;0;0;0.4;1198;none;55900;14692200448;503;463;6875949563904;4709077745664;-5331116097536;1695149981696;11801407258624;320;10
SGRO;2100;1900;2200;0.1;0.5;0.1;13.026486;161;0.7;2895;none;75180;1818620032;2006;2044;3819102011392;435209011200;1219025043456;5341875011584;3119649128448;239;66
SHID;960;625;2900;-0.1;0.0;-0.0;0;0;1.4;671;none;72250;1119330048;1189;976;1074556829696;3695967744;20062255104;136132190208;446027530240;3;14
SIDO;605;484;780;0.3;0.8;0.3;14.329701;42;5.0;121;buy;43007650;30000001024;660;660;18150001213440;978232016896;1167429992448;3831326048256;3300000000;32;40
SILO;3080;1960;3880;0.2;0.3;0.1;25.664528;120;5.0;612;buy;2025570;12982200320;2620;3029;39985176641536;846296973312;2461127933952;11925105672192;1117845979136;65;58
SIMA;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
SIMP;420;350;444;0.2;0.0;0.1;8.641975;48;0.4;1160;none;9271290;15501299712;378;403;6510545993728;5268919812096;3116799098880;15428501897216;8102804979712;339;74
SIPD;950;735;1365;0.0;0.0;-0.0;0;0;1.5;642;none;29020;7310000;935;933;1747145064448;524444008448;-54039998464;5869536804864;971489017856;285;34
SKBM;448;200;595;-0.0;0.0;-0.0;0;0;0.8;576;none;95690;1730099968;293;380;775084769280;261367169024;111220170752;2302000758784;513463156736;151;62
SKLT;256;127;580;0.0;0.1;0.1;0;0;2.5;100;none;4074520;6225489920;177;181;1593725419520;131053174784;46805463040;1951393644544;180488044544;21;28
SKYB;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
SMAR;4020;3330;4500;0.0;0.2;0.1;0;0;0.6;6724;none;87860;2872189952;3721;3926;11546203783168;1646901985280;1176003936256;69805205880832;17241343000576;573;58
SMBR;248;199;330;0.1;0.2;0.0;0;0;0.8;318;none;6468540;9932529664;240;247;2463267291136;47878053888;356624465920;2028764266496;828051947520;4;37
SMCB;735;605;2000;0.1;0.3;0.1;-31.612904;-23;0.5;1374;none;161480;9019379712;1058;715;6629244272640;141596000256;1186530983936;12218739458048;2854198968320;15;9
SMDM;520;140;595;0.4;0.0;0.1;0;0;1.1;454;none;3750800;4772140032;283;495;2481512775680;353118453760;61287321600;745296429056;99571515392;73;83
SMDR;334;252;400;0.1;0.3;0.1;0;0;5566.7;0;none;20318160;16375600128;322;343;5469450534912;396491520;144593984;702041152;370436448;0;55
SMGR;3810;3410;6725;0.1;0.5;0.0;9.759721;390;0.6;6495;buy;21691840;6751540224;4670;4049;25723368636416;4998201081856;4596404060160;37285420597248;13301059682304;748;12
SMMA;14600;12775;22200;0.3;0.0;0.0;0;0;4.2;3498;none;37020;142474000;14740;14595;92967838679040;7256368742400;7558433079296;26762008330240;10952240005120;1139;19
SMMT;700;660;1300;0.0;3.2;0.1;0;0;2.8;246;none;170630;3150000128;758;772;2205000138752;94774509568;179937673216;769373634560;0;30;6
SMRA;640;480;730;0.4;0.1;0.1;11.418377;56;1.0;632;buy;59723210;16508600320;575;666;10565504204800;3504469180416;869318393856;9339049869312;8869306695680;212;64
SMRU;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
SMSM;1930;1545;2280;0.2;0.7;0.3;10.564922;182;3.3;582;none;2147710;5758680064;1942;2039;11114252337152;1208715051008;1060059021312;4969923084288;225331003392;209;52
SOCI;184;146;210;0.2;0.0;0.0;0;0;3407.4;0;none;7965990;7058999808;171;180;1298856017920;20608602;20758728;164369280;193730528;0;59
SONA;10100;605;10300;0.1;0.0;0.0;0;0;11.3;893;none;377470;662400000;1740;3539;6690239938560;505730990080;102432096256;770320629760;132187627520;763;97
SPMA;322;272;402;0.1;0.3;0.1;0;0;0.4;759;none;425870;3154089984;317;312;1015616962560;189456252928;658266849280;2668168478720;562579439616;60;38
SQMI;30;29;70;-46.8;0.0;-0.9;0;0;4.2;7;none;2750050;15537600512;45;33;466128011264;3209398784;-30447144960;1675321984;28820293632;0;2
SRAJ;3450;202;3450;0.1;0.0;0.0;0;0;22.2;155;none;501750;12000700416;1970;2798;41402415185920;304149004288;314497007616;2892938870784;3127235051520;25;100
SRIL;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
SRSN;50;50;81;0.1;0.1;0.1;0;0;0.4;120;none;2347590;6019999744;53;51;300999999488;8015417856;46665027584;1056265994240;108293234688;1;0
SRTG;2400;1225;2800;1.0;0.2;0.0;16.49938;145;0.7;3598;strong_buy;18550200;13544500224;1735;2348;32506799718400;48243006242816;412863004672;2550378004480;1443725049856;3563;74
SSIA;1190;370;1480;0.1;0.2;0.1;12.528953;94;1.0;1193;buy;20135680;4623360000;998;1248;5501798580224;3798247669760;183189798912;5041161764864;2140952461312;821;73
SSMS;1190;935;1330;0.1;0.0;0.1;21.636364;55;4.8;247;strong_buy;9037280;9525000192;1079;1106;11334750044160;883317538816;-12553522176;11873233666048;7161855868928;92;64
SSTM;157;154;535;-0.0;0.0;0.0;0;0;0.8;201;none;5720;1170909952;392;184;183832854528;2224690176;474052512;203809390592;0;1;0
STAR;50;50;125;-1.6;0.0;0.0;0;0;0.5;106;none;27620;4800000000;60;50;240000008192;509280387072;-3619440896;4570214912;437285952;106;0
STTP;14100;9075;17000;0.2;0.0;0.3;0;0;3.8;3676;none;1180;1310000000;11788;14309;18470999687168;3135300960256;1349816287232;4783270264832;0;2393;63
SUGI;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
SULI;87;80;202;-3.7;0.0;-0.7;0;0;43500.0;0;none;648840;5920779776;105;97;515107848192;318162;-921111;7824557;3415318;0;5
SUPR;43875;35000;43875;0.7;0.0;0.2;107.02003;409;7.7;5675;none;0;1137580032;40958;43875;49911324213248;27559000064;1675891048448;1882831978496;1844974059520;24;100
TALF;330;264;476;0.0;0.0;0.0;0;0;0.4;873;none;11310;1353440000;326;336;446635212800;28423022592;50311749632;1302088122368;351561220096;20;31
TARA;11;3;14;0.1;0.0;-0.0;0;0;0.1;103;none;272600;10069600256;8;11;110765604864;14875393024;438816000;4404544512;0;1;72
TAXI;5;1;50;-0.7;0.0;-0.1;0;0;0.9;5;none;17008920;10223599616;17;4;51117998080;7330137088;-2670226944;4404721152;0;0;8
TBIG;1880;1600;2180;0.6;0.8;0.1;24.828314;75;3.7;512;hold;1842600;22610900992;1902;1899;42508495093760;585449996288;4960806764544;6814658199552;30066314575872;25;48
TBLA;670;595;850;0.1;0.4;0.1;4.4253635;151;0.5;1402;hold;3926850;6025370112;654;654;4036997939200;1005962985472;2295415963648;15546249641984;12776292483072;166;29
TBMS;950;750;1745;0.0;0.0;0.1;0;0;10215.1;0;none;90430;734680000;931;893;697946013696;10915585;4985104;756498304;36051400;0;20
TCID;2350;2200;3500;-0.1;4.7;0.0;0;0;0.5;4634;none;33780;402132992;2597;2386;945012539392;731748630528;245965389824;1922063007744;14840525824;1819;11
TELE;13;2;50;-0.0;0.0;0.0;0;0;0.0;-644;none;7424230;7310929920;18;10;95042093056;3947000064;25314000896;2720027901952;4034931982336;0;22
TFCO;635;635;680;-0.0;0.0;0.0;0;0;10583.3;0;none;0;4823079936;643;635;3062655877120;39317120;12763121;187460624;1371723;0;0
TGKA;6225;6150;8000;0.0;0.8;0.2;0;0;2.7;2277;none;1960;918492992;6621;6545;5717619113984;719005024256;-684262031360;13445257756672;242836996096;782;4
TIFA;570;370;650;0.6;0.0;0.1;0;0;1.8;323;none;230;3552209920;515;576;2024759623680;124293234688;-143465381888;139107942400;495621963776;34;71
TINS;1265;520;1465;0.2;0.0;0.1;8.103779;156;1.3;964;strong_buy;29364650;7447750144;916;1160;9421403979776;1824818987008;2043012972544;10269410459648;2279299088384;244;78
TIRA;488;274;650;0.0;0.0;0.0;0;0;1.7;289;none;230730;588000000;396;437;286944002048;13383562240;53873692672;261997625344;95179276288;22;56
TIRT;26;12;94;-10642.3;0.0;0.0;0;0;0.0;-649;none;629350;1011769984;34;42;26306019328;607944512;-9961966592;3087568;839084408832;0;17
TKIM;6825;6125;9075;0.1;0.0;0.1;0;0;8909.9;0;none;1511450;3113220096;7575;7376;21247727501312;410776000;110620000;1036742976;889956992;0;23
TLKM;2780;2700;4240;0.3;0.8;0.2;9.981688;278;2.0;1369;buy;87755580;99062202368;3270;3009;275392917143552;27175000473600;63758999224320;150197002829824;73138998083584;274;5
TMAS;143;130;200;0.2;0.8;0.2;0;0;3.6;40;none;5893970;56868900864;156;148;8132252663808;353140998144;1088577994752;4307634094080;949393031168;5;18
TMPO;165;50;268;0.0;0.0;-0.0;0;0;0.8;216;none;1578460;1058329984;107;204;174624440320;25910644736;577180032;254839586816;71784611840;24;52
TOBA;555;193;735;0.6;0.0;0.1;0;0;12613.6;0;none;105240240;8167830016;330;538;4533145567232;68742456;113913312;467539360;355028800;0;66
TOTL;740;360;860;0.1;0.6;0.2;10.162044;72;2.4;313;none;10809060;3409999872;534;650;2523399979008;1154029060096;494152384512;3249735991296;0;338;76
TOTO;232;200;250;0.2;0.7;0.1;18.267717;12;1.0;238;none;2632750;10320000000;218;221;2394240057344;368792436736;372913012736;2288704028672;217745473536;35;64
TOWR;800;660;1030;0.6;0.4;0.2;11.318619;70;2.4;330;buy;24064130;49799000064;823;830;39839198085120;2436118872064;8986882473984;12117941944320;46631596589056;48;37
TPIA;8550;2840;11225;-0.0;0.1;-0.0;527.127;16;275806.5;0;underperform;8007480;86511501312;7820;8997;739673362137088;1609538944;9030000;1728900992;2120695040;0;68
TPMA;720;560;830;0.3;0.6;0.2;0;0;20571.4;0;none;14245270;3496480000;688;710;2517465563136;20192844;32708172;65005752;18625908;0;59
TRAM;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIL;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIM;298;236;306;0.4;0.0;0.2;0;0;1.6;183;none;1214330;7109300224;266;282;2118571524096;2284564774912;-441589891072;749271842816;1370923204608;321;88
TRIO;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
TRIS;181;155;322;0.1;0.0;0.1;0;0;1.2;149;none;473650;3117070080;183;183;564189659136;130647973888;140093325312;1510240681984;236210765824;41;15
TRST;498;362;600;0.0;0.0;-0.1;0;0;1.5;336;none;19810;2808000000;484;492;1398383968256;21212000256;-77757997056;3455694929920;1900056018944;3;57
TRUS;432;330;515;0.7;0.0;0.1;0;0;0.9;498;none;15140;800000000;415;434;345600000000;3045155840;-38330769408;57073922048;42288414720;3;55
TSPC;2670;1735;2900;0.1;0.4;0.2;0;0;1.4;1872;none;5644670;4509859840;2200;2647;12041325641728;3928649367552;1490324946944;13503681265664;979468812288;870;80
ULTJ;1775;1520;2070;0.2;0.4;0.2;12.343533;143;2.6;681;buy;2318140;10398199808;1823;1848;18456804065280;2521710985216;1563324055552;8767315902464;27239000064;242;46
UNIC;8075;7400;9450;0.1;0.3;0.1;0;0;10738.0;0;none;2160;383331008;7900;8022;3095397924864;84095600;20511400;336245504;7318454;0;32
UNIT;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
UNSP;111;69;121;0.1;0.0;0.0;0;0;0.0;-2397;none;870890;1372050048;90;89;277517762560;192314998784;-34692001792;2253807943680;7253894103040;76;80
UNTR;27250;20925;28150;0.2;0.4;0.3;6.2937675;4329;1.2;23586;buy;3321430;3631810048;24506;26934;98966825861120;24619564138496;20711166967808;130543643525120;21313385136128;6778;87
UNVR;1955;1950;3700;0.1;1.5;0.8;14.064748;139;21.7;90;underperform;27248250;38150000640;2653;2227;74583247945728;539638988800;4683586863104;35522999222272;924473032704;14;0
VICO;163;75;195;0.3;0.0;0.0;0;0;0.8;205;none;1407500;15217099776;117;155;2480387391488;2858716758016;-2546944180224;826695286784;2847929270272;187;73
VINS;118;100;187;0.1;0.0;0.0;0;0;1.1;105;none;283540;1460569984;139;121;172347260928;26490441728;5710215168;60534951936;2838676992;18;20
VIVA;6;4;50;-0.5;0.0;0.0;0;0;0.0;-186;none;0;15429499904;18;6;98785804288;12516202496;-17756962816;1276465119232;3751246299136;0;4
VOKS;202;169;310;0.1;0.0;-0.0;0;0;1.1;176;none;177840;4155599872;197;215;839431159808;248551931904;280990384128;2411110858752;969833185280;59;23
VRNA;89;80;110;0.1;0.0;0.1;0;0;0.7;134;none;301930;5687349760;90;91;506174144512;50732265472;-418903293952;226815541248;2214381748224;8;30
WAPO;102;84;160;-0.0;0.0;0.0;0;0;1.8;57;none;3188690;1240920064;114;100;126573846528;4600407552;7568270848;959418466304;635897;3;23
WEHA;135;91;187;0.2;0.0;0.1;0;0;0.8;159;none;13179270;1460550016;133;140;197174247424;26183981056;75492876288;287827689472;92774817792;17;45
WICO;123;119;186;-0.1;0.0;0.0;0;0;0.0;-33;none;2120;2393710080;122;123;294426345472;4218024192;-53679804416;1353000812544;184621137920;1;5
WIIM;870;865;3600;0.1;0.6;0.2;0;0;1.0;850;buy;1393190;2075769984;1219;959;1805919846400;172756942848;-249171869696;2711904321536;96274366464;83;0
WIKA;386;77;480;0.9;0.0;-0.0;-2.8827484;-133;2.5;154;hold;40199360;39872000000;247;393;15390591680512;5603634708480;-1441473232896;19999848660992;35456330760192;69;76
WINS;530;316;600;0.3;0.0;0.2;-1709.6774;0;15142.9;0;none;18395850;4364839936;472;491;2313365225472;29408738;23251540;82855792;25584776;0;75
WOMF;358;338;452;0.2;0.3;0.2;0;0;0.7;495;none;318030;3481479936;370;361;1246369808384;503075995648;-107159003136;1208844025856;4901163237376;144;17
WSKT;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
WTON;100;50;141;0.0;0.2;0.0;2.3529413;42;0.2;408;strong_buy;8865580;8715469824;95;107;871547011072;304070557696;550664863744;4609574699008;455279869952;34;54
YPAS;276;171;545;-0.1;0.0;0.0;0;0;1.4;192;none;1070;668000000;294;269;184368005120;2614206208;3370018560;331155144704;125186482176;3;28
YULE;2500;2050;3060;0.8;0.0;0.1;0;0;7.4;337;none;20850;1587289984;2425;2508;3968224985088;39635058688;-65736908800;85265350656;302656000;24;44
ZBRA;102;99;462;-0.4;0.0;-0.2;0;0;0.2;444;none;946610;40082500;349;131;54489116672;20311762944;407198597120;1269453553664;1058265038848;8;0
SHIP;1205;900;1550;0.2;0.2;0.1;0;0;22735.8;0;none;96290;2719790080;1084;1221;3277347094528;36303876;80398992;178633888;231432224;0;46
CASA;550;354;770;0.2;0.0;0.0;0;0;4.2;130;none;6902700;54476300288;546;498;29961964486656;17334462840832;-4192164904960;6950246940672;3377240997888;318;47
DAYA;525;222;650;0.0;0.0;1.6;0;0;29.3;17;none;137960;2420549888;382;475;1270788653056;56242040832;94089920512;1921381171200;217575718912;23;70
DPUM;51;12;66;0.0;0.0;-0.3;0;0;0.8;62;none;195450;4164539904;34;51;212391542784;2340910592;-543391424;1089761902592;594219958272;0;72
IDPR;191;123;216;0.1;0.2;0.1;1.384058;138;0.6;321;none;486230;2003000064;154;180;382573019136;7320018944;104915902464;1148643442688;472343216128;3;73
JGLE;9;3;50;0.1;0.0;-0.0;0;0;0.2;48;none;9330370;22581899264;20;9;203237097472;20000000000;32878000128;155357003776;257575993344;0;12
KINO;1245;1075;1505;0.0;0.4;0.0;7.685185;162;1.1;1115;underperform;13880;1378819968;1349;1309;1716630847488;103534592000;466687328256;4404113571840;1823582453760;75;39
MARI;50;50;83;-0.8;0.0;-1.3;0.5319149;94;4.2;11;none;101536490;5252639744;50;51;262631981056;25153157120;-70981361664;91813871616;377833914368;4;0
MKNT;1;1;3;0.0;0.0;0.0;0;0;0.0;-3;none;0;5500000256;1;1;5500000256;9386580992;31394744320;1704389902336;286822760448;1;0
MTRA;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
PRDA;2980;2700;6075;0.2;0.7;0.1;0;0;1.2;2515;hold;508730;937500032;3581;3093;2793750134784;867154984960;452863983616;2191679029248;27388999680;924;8
BOGA;570;515;1240;0.0;0.0;-0.0;0;0;4.3;133;none;2114390;3803529984;896;730;2168012144640;283372421120;104251408384;747841257472;263044710400;77;7
BRIS;2950;1455;3350;0.5;0.1;0.2;16.92193;174;3.3;903;buy;29384180;46129299456;2563;2922;136081433427968;28319479234560;1795803054080;19137896120320;12186755792896;613;78
PORT;785;595;1290;0.2;0.0;-0.1;0;0;2.4;324;none;62190;2813939968;750;849;2208942784512;278378807296;294798196736;1132612419584;1438903828480;98;27
CARS;83;66;120;0.0;0.0;0.2;0;0;1.8;45;none;4163260;15000000512;88;81;1245000105984;447795789824;257543847936;6538520428544;1805145604096;29;31
MINA;23;11;51;-0.9;0.0;-0.0;0;0;1.6;14;none;208760;6562500096;28;22;150937501696;1562858496;-1670142464;8120848896;4459202048;0;30
FORZ;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
CLEO;1265;620;1460;0.2;0.1;0.3;0;0;10.3;122;none;4051950;11960000512;1049;1251;15129400836096;65840963584;539585708032;2691694067712;478301913088;548;76
TAMU;13;4;46;0.6;0.0;0.1;0;0;13000.0;0;none;7524640;37499998208;11;22;487499988992;2637363;13925029;20357126;15137578;0;21
CSIS;51;17;57;0.0;0.0;0.1;0;0;0.4;130;none;410440;1307000064;46;50;66657001472;6653562880;13990938624;90416332800;24133492736;5;85
TGRA;21;9;51;0.0;0.0;-0.0;0;0;0.2;111;none;273080;2750000128;28;22;57750003712;76951232;-2049181568;0;139129634816;0;28
FIRE;99;73;196;0.1;0.0;0.1;0;0;0.6;157;none;5958460;1475360000;98;103;146060640256;22000517120;4742850560;399009316864;39319080960;14;21
TOPS;1;1;50;-0.3;0.0;-0.5;0;0;0.1;12;none;0;33329999872;2;1;33329999872;3433778432;-20243365888;174640005120;419516579840;0;0
KMTR;340;180;400;0.1;0.0;0.1;0;0;1.4;242;none;1247610;8215370240;248;270;2793225846784;305914609664;-867788455936;10644248068096;3044993138688;37;72
ARMY;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
MAPB;1430;1390;2370;-0.0;0.0;-0.1;0;0;2.2;664;none;2610;2387919872;1852;1678;3414725492736;460510986240;531349012480;3348911882240;494939996160;190;4
WOOD;320;166;358;0.1;0.0;0.0;2.631579;121;0.5;688;strong_buy;13736300;6263960064;265;263;2004467187712;95809798144;169259171840;2353294213120;2553716932608;15;80
HRTA;444;320;515;0.0;0.2;0.2;0;0;0.9;477;none;22600000;4605259776;390;423;2044735389696;203510808576;14396450816;16816387653632;3091211747328;44;63
MABA;0;0;0;0.0;0.0;0.0;0;0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0
HOKI;106;105;204;0.0;1.0;0.0;0;0;1.6;68;none;17621800;9677750272;146;120;1025841561600;316092022784;-127477915648;1460923400192;455584940032;32;1
MPOW;83;50;105;0.2;0.0;-0.1;0;0;0.6;147;none;11230770;816996992;58;76;67810750464;3383732992;12992746496;30753320960;53464936448;4;59
