Kode,Sektor,KodeInd,SubIndustri,Nama Emiten,Sharia,Tanggal,Tahun Buku,Tipe Lap,Opini,Aset,Utang,Modal,Penjual,EBT(RP),Proft,ProftOwner,EPS(RP),BV(RP),PER,PBV,DER,ROA(%),ROE(%),NPM(%)
INCI,Basic Materials,B111,Basic Chemicals,Intanwijaya Internasional Tbk,S,06/30/2023,Dec,U,0,470.46,50.06,420.4,176.43,2.75,2.31,2.31,52.57,2024.48,9.89,0.26,0.12,2.0,3.0,6.0
INCO,Basic Materials,B146,Diversified Metals & Minerals,Vale Indonesia Tbk,S,06/30/2023,Dec,U,WTM,42134.13,5187.78,36946.35,9884.5,3183.45,2527.74,2527.74,343.52,3718.31,20.01,1.85,0.14,8.0,9.0,35.0
INKP,Basic Materials,B152,Paper,Indah Kiat Pulp & Paper Tbk,S,06/30/2023,Dec,U,0,145308.04,57468.2,87839.85,28964.68,5036.86,4027.41,4027.94,2104.9,16055.59,5.27,0.69,0.65,8.0,13.0,40.0
INRU,Basic Materials,B152,Paper,Toba Pulp Lestari Tbk,S,06/30/2023,Dec,U,0,7064.48,5270.02,1794.45,606.86,-301.3,-240.02,-240.02,-449.84,1292.01,-2.22,0.77,2.94,-9.0,-35.0,-103.0
INTD,Basic Materials,B152,Paper,Inter Delta Tbk,S,06/30/2023,Dec,U,0,45.47,4.95,40.52,24.89,0.06,0.07,0.07,2.93,68.47,50.24,2.15,0.12,4.0,4.0,7.0
INTP,Basic Materials,B121,Construction Materials,Indocement Tunggal Prakarsa Tbk,S,06/30/2023,Dec,U,0,24906.39,5190.02,19716.37,400.0,882.78,698.43,698.43,611.02,5355.92,17.06,1.95,0.26,9.0,11.0,562.0
IPOL,Basic Materials,B131,Containers & Packaging,Indopoly Swakarsa Industry Tbk,S,06/30/2023,Dec,U,0,4262.61,1635.08,2627.52,1401.51,4.8,2.06,1.31,1.26,407.79,119.47,0.37,0.62,0.0,0.0,1.0
ISSP,Basic Materials,B144,Iron & Steel,Steel Pipe Industry of Indonesia Tbk,S,06/30/2023,Dec,U,0,7383.63,3078.29,4305.34,3098.52,261.53,203.19,203.21,44.29,599.13,6.55,0.48,0.71,4.0,7.0,10.0
JKSW,Basic Materials,B121,Construction Materials,Jakarta Kyoei Steel Works Tbk,S,06/30/2023,Dec,U,0,164.51,658.76,-494.26,0.0,0.0,-0.48,-0.48,3.22,-3295.04,18.61,-0.02,-1.33,0.0,0.0,0.0
KAYU,Basic Materials,B151,Timber,Darmi Bersaudara Tbk,S,06/30/2023,Dec,U,0,100.89,20.51,80.37,3.43,0.06,0.05,0.05,1.95,120.86,186.73,3.01,0.26,1.0,2.0,38.0
KBRI,Basic Materials,B152,Paper,Kertas Basuki Rachmat Indonesia Tbk,S,09/30/2019,Dec,U,0,1012.66,876.71,135.95,0.38,-26.15,-33.74,-33.74,-3.95,15.65,0.0,3.2,6.45,-3.0,-25.0,-8954.0
KDSI,Basic Materials,B131,Containers & Packaging,Kedawung Setia Industrial Tbk,S,06/30/2023,Dec,U,0,1278.27,505.16,773.11,1092.09,44.61,31.53,31.53,183.96,1908.92,7.94,0.76,0.65,6.0,10.0,7.0
KKES,Basic Materials,B111,Basic Chemicals,PT Kusuma Kemindo Sentosa Tbk,S,06/30/2023,Dec,U,0,133.47,68.37,65.09,113.53,5.02,4.0,4.0,3.27,43.4,17.76,1.34,1.05,4.0,8.0,4.0
KMTR,Basic Materials,B153,Diversified Forest,PT Kirana Megatara Tbk.,S,06/30/2023,Dec,U,0,4533.43,2562.12,1971.31,4640.46,21.12,15.66,15.05,-4.9,239.95,-60.03,1.23,1.3,-1.0,-2.0,-1.0
KRAS,Basic Materials,B144,Iron & Steel,Krakatau Steel (Persero) Tbk,S,06/30/2023,Dec,U,0,45327.04,36308.28,9018.76,14769.5,-481.65,-560.88,-553.29,-72.49,466.17,-2.87,0.45,4.03,-3.0,-16.0,-9.0
LMSH,Basic Materials,B144,Iron & Steel,Lionmesh Prima Tbk,S,06/30/2023,Dec,U,0,124.02,12.3,111.72,46.53,0.13,0.15,0.15,-56.78,1163.75,-7.75,0.38,0.11,-4.0,-5.0,-12.0
LTLS,Basic Materials,B111,Basic Chemicals,Lautan Luas Tbk,S,06/30/2023,Dec,U,0,5727.53,2891.32,2836.2,3503.79,85.48,55.4,51.38,122.81,1818.08,8.55,0.58,1.02,3.0,7.0,5.0
MDKA,Basic Materials,B143,Gold,Merdeka Copper Gold Tbk,S,06/30/2023,Dec,A,WTM,68975.53,30511.33,38464.2,7800.51,-771.56,-823.7,-738.21,-52.58,1595.31,-54.77,1.81,0.79,-2.0,-3.0,-16.0
MDKI,Basic Materials,B111,Basic Chemicals,Emdeki Utama Tbk,S,06/30/2023,Dec,U,0,1053.79,115.21,938.58,224.35,30.29,23.72,23.53,19.64,370.96,10.69,0.57,0.12,5.0,5.0,22.0
MOLI,Basic Materials,B111,Basic Chemicals,Madusari Murni Indah Tbk,S,06/30/2023,Dec,U,0,1916.35,601.31,1315.04,696.1,71.58,62.59,59.37,26.44,482.75,13.92,0.76,0.46,4.0,5.0,10.0
NICL,Basic Materials,B146,Diversified Metals & Minerals,PAM Mineral Tbk,S,06/30/2023,Dec,U,0,769.92,93.13,676.78,476.09,91.84,64.73,64.5,15.08,63.63,13.66,3.24,0.14,21.0,24.0,34.0
NIKL,Basic Materials,B146,Diversified Metals & Minerals,Pelat Timah Nusantara Tbk,S,06/30/2023,Dec,U,0,2250.29,1348.9,901.39,1313.61,3.16,3.42,3.42,11.67,357.22,35.15,1.15,1.5,1.0,3.0,2.0
NPGF,Basic Materials,B112,Agricultural Chemicals,Nusa Palapa Gemilang Tbk,S,06/30/2023,Dec,U,0,226.74,31.98,194.76,8.77,22.79,22.79,22.79,-4.14,60.11,-14.49,1.0,0.16,-6.0,-7.0,-153.0
OBMD,Basic Materials,B113,Specialty Chemicals,OBM Drilchem Tbk,S,06/30/2023,Dec,LR,WTM,154.51,19.07,135.44,82.54,30.81,24.03,24.03,16.95,168.05,17.81,1.8,0.14,12.0,14.0,23.0
OKAS,Basic Materials,B111,Basic Chemicals,Ancora Indonesia Resources Tbk,S,06/30/2023,Dec,U,0,2670.73,2382.1,288.64,1301.25,159.48,110.78,34.02,43.36,121.61,3.02,1.08,8.25,4.0,36.0,8.0
OPMS,Basic Materials,B144,Iron & Steel,Optima Prima Metal Sinergi Tbk,S,06/30/2023,Dec,LR,0,91.82,1.9,89.93,0.33,-3.24,-2.42,-2.42,-3.38,89.93,-14.79,0.56,0.02,-4.0,-4.0,-1022.0
PBID,Basic Materials,B131,Containers & Packaging,Panca Budi Idaman Tbk,S,06/30/2023,Dec,U,0,2841.36,416.29,2425.07,2349.19,214.52,168.29,167.38,162.78,1293.37,9.0,1.13,0.17,11.0,13.0,13.0
PICO,Basic Materials,B131,Containers & Packaging,Pelangi Indah Canindo Tbk,S,06/30/2023,Dec,U,0,776.43,573.71,202.72,259.05,3.94,4.01,4.01,12.48,356.66,10.66,0.37,2.83,1.0,3.0,3.0
PNGO,Basic Materials,B153,Diversified Forest,PT Pinago Utama Tbk,S,06/30/2023,Dec,U,0,1413.21,664.19,749.02,1054.68,117.74,90.44,90.35,209.26,958.75,6.74,1.47,0.89,12.0,22.0,16.0
PSAB,Basic Materials,B143,Gold,J Resources Asia Pasifik Tbk,S,06/30/2023,Dec,U,0,12809.19,7328.46,5480.73,864.36,-179.57,-218.51,-274.89,-22.04,207.13,-3.99,0.42,1.34,-5.0,-11.0,-67.0
PURE,Basic Materials,B146,Diversified Metals & Minerals,Trinitan Metals and Minerals Tbk,S,09/30/2021,Dec,U,0,699.12,692.11,7.01,15.39,-74.96,-69.25,-69.25,-65.5,5.09,0.0,10.01,98.79,-13.0,-1286.0,-585.0
SAMF,Basic Materials,B112,Agricultural Chemicals,Saraswanti Anugerah Makmur Tbk,S,06/30/2023,Dec,U,0,2735.58,1529.7,1205.88,2770.13,313.4,245.23,236.01,83.81,235.29,9.31,3.31,1.27,16.0,36.0,16.0
SBMA,Basic Materials,B111,Basic Chemicals,Surya Biru Murni Acetylene Tbk,S,06/30/2023,Dec,U,0,269.25,58.72,210.53,52.85,1.52,0.88,0.88,1.36,226.39,112.52,0.68,0.28,0.0,1.0,2.0
SIMA,Basic Materials,B131,Containers & Packaging,Siwani Makmur Tbk,S,09/30/2019,Dec,U,0,259.71,261.72,-2.0,3.28,-17.21,-17.21,-17.21,-71.74,-4.53,0.0,-11.04,-130.53,-12.0,0.0,-968.0
SMBR,Basic Materials,B121,Construction Materials,Semen Baturaja (Persero) Tbk,S,06/30/2023,Dec,U,0,4715.38,1630.8,3084.58,847.09,26.39,16.63,16.63,9.63,310.55,39.66,1.23,0.53,2.0,3.0,11.0
SMCB,Basic Materials,B121,Construction Materials,Solusi Bangun Indonesia Tbk,S,06/30/2023,Dec,U,0,20890.93,9028.67,11862.26,5573.44,366.82,253.99,253.99,92.28,1315.2,17.23,1.21,0.76,4.0,7.0,15.0
SMGR,Basic Materials,B121,Construction Materials,Semen Indonesia (Persero) Tbk,S,06/30/2023,Dec,U,0,79444.08,33154.07,46290.01,17031.76,1304.17,891.36,866.24,355.82,6856.21,19.11,0.99,0.72,3.0,5.0,14.0
SMKL,Basic Materials,B131,Containers & Packaging,Satyamitra Kemas Lestari Tbk,S,06/30/2023,Dec,U,0,1964.63,1040.88,923.75,900.36,5.64,4.07,4.07,6.31,270.25,37.37,0.87,1.13,1.0,2.0,2.0
SPMA,Basic Materials,B131,Containers & Packaging,Suparma Tbk,S,06/30/2023,Dec,U,0,3271.96,1007.92,2264.03,1301.77,153.16,119.4,119.4,107.78,717.81,4.06,0.61,0.45,10.0,15.0,26.0
SQMI,Basic Materials,B143,Gold,Wilton Makmur Indonesia Tbk,S,06/30/2023,Dec,U,0,494.91,342.43,152.47,1.94,-8.11,-8.11,-7.97,-1.66,9.81,-30.79,5.2,2.25,-5.0,-17.0,-1326.0
SRSN,Basic Materials,B111,Basic Chemicals,Indo Acidatama Tbk,S,06/30/2023,Dec,U,0,882.73,212.54,670.19,470.19,26.24,17.47,17.47,9.01,111.33,5.99,0.49,0.32,6.0,8.0,12.0
SULI,Basic Materials,B151,Timber,SLJ Global Tbk,S,06/30/2023,Dec,U,0,922.05,634.92,287.12,131.48,-47.06,-47.38,-47.38,47.66,70.43,2.43,1.65,2.21,21.0,68.0,148.0
SWAT,Basic Materials,B152,Paper,Sriwahana Adityakarta Tbk,S,06/30/2023,Dec,U,WTM,657.1,441.68,215.43,142.53,-12.01,-11.88,-11.86,-21.44,71.35,-2.33,0.7,2.05,-11.0,-32.0,-48.0
TALF,Basic Materials,B131,Containers & Packaging,Tunas Alfin Tbk,S,06/30/2023,Dec,U,0,1731.63,536.48,1195.14,620.78,22.11,15.74,15.23,27.99,883.04,12.01,0.38,0.45,2.0,3.0,6.0
TBMS,Basic Materials,B142,Cooper,Tembaga Mulia Semanan Tbk,S,06/30/2023,Dec,U,0,2291.88,1340.31,951.57,2291.88,64.24,50.17,50.17,175.13,2590.45,8.82,0.6,1.41,3.0,7.0,3.0
TDPM,Basic Materials,B111,Basic Chemicals,Tridomain Performance Materials Tbk,S,12/31/2022,Dec,A,WTP,2286.27,1970.4,315.87,989.82,-719.44,-820.35,-770.33,-73.47,30.13,-1.62,3.95,6.24,-34.0,-244.0,-78.0
TINS,Basic Materials,B146,Diversified Metals & Minerals,Timah Tbk,S,06/30/2023,Dec,LR,WTM,12803.89,6123.67,6680.22,4569.21,42.52,16.28,16.27,65.83,896.94,13.82,1.01,0.92,0.0,0.0,-1.0
TIRT,Basic Materials,B151,Timber,Tirta Mahakam Resources Tbk,S,06/30/2023,Dec,U,0,239.86,838.4,-598.54,0.02,3.36,3.36,3.36,-43.47,-591.57,-1.15,-0.08,-1.4,-18.0,0.0,-228189.0
TKIM,Basic Materials,B152,Paper,Pabrik Kertas Tjiwi Kimia Tbk,S,06/30/2023,Dec,U,0,54735.08,20576.36,34158.72,8324.76,1043.0,966.44,966.44,1829.25,10972.14,5.23,0.87,0.6,10.0,17.0,68.0
TPIA,Basic Materials,B111,Basic Chemicals,Chandra Asri Petrochemical Tbk,S,06/30/2023,Dec,U,0,75201.26,32526.08,42675.18,16114.3,4.04,4.92,-8.79,-15.94,493.29,-136.8,4.42,0.76,-2.0,-3.0,-9.0
TRST,Basic Materials,B131,Containers & Packaging,Trias Sentosa Tbk,S,06/30/2023,Dec,U,0,5347.95,2703.88,2644.07,1385.49,-69.53,-68.02,-70.94,-11.67,941.62,-52.68,0.65,1.02,-1.0,-1.0,-2.0
UNIC,Basic Materials,B111,Basic Chemicals,Unggul Indah Cahaya Tbk,S,06/30/2023,Dec,U,0,4950.19,781.35,4168.84,2502.91,169.72,133.28,138.31,775.42,10875.29,10.74,0.77,0.19,6.0,7.0,12.0
WSBP,Basic Materials,B121,Construction Materials,Waskita Beton Precast Tbk,S,06/30/2023,Dec,U,WTM,5356.18,7723.15,-2366.97,641.68,-263.76,-263.76,-263.76,-18.62,-43.39,-2.69,-1.15,-3.26,-19.0,0.0,-158.0
WTON,Basic Materials,B121,Construction Materials,Wijaya Karya Beton Tbk,S,06/30/2023,Dec,U,0,8431.16,4814.82,3616.35,1818.21,16.44,11.21,13.6,13.29,414.93,10.99,0.35,1.33,1.0,3.0,6.0
YPAS,Basic Materials,B131,Containers & Packaging,Yanaprima Hastapersada Tbk,S,06/30/2023,Dec,U,0,265.4,144.16,121.24,168.78,-0.19,0.57,0.57,11.67,181.49,44.56,2.87,1.19,3.0,6.0,5.0
ZINC,Basic Materials,B146,Diversified Metals & Minerals,Kapuas Prima Coal Tbk,S,06/30/2023,Dec,U,0,2551.36,1771.45,779.92,271.64,13.18,6.79,8.29,-5.05,30.89,-9.9,1.62,2.27,-5.0,-16.0,-47.0
BANK,Basic Materials,B153,Diversified Forest,PT Bank Net Indonesia Syariah Tbk,S,06/30/2023,Dec,U,0,5161.94,707.88,3046.29,109.94,-96.25,-96.25,-96.25,-19.13,209.96,-62.46,5.69,0.23,-5.0,-9.0,-255.0
ABMM,Industrials,C311,Multi-sector Holdings,ABM Investama Tbk,S,06/30/2023,Dec,U,0,34010.97,22826.31,11184.67,11447.76,3724.91,3198.72,2827.87,2039.57,4062.48,1.93,0.97,2.04,17.0,50.0,49.0
AMFG,Industrials,C121,Building Products & Fixtures,Asahimas Flat Glass Tbk,S,06/30/2023,Dec,U,0,7510.49,3564.32,3946.17,2894.98,388.59,291.79,291.79,869.84,9092.55,6.32,0.6,0.9,5.0,10.0,13.0
AMIN,Industrials,C143,Industrial Machinery & Components,PT Ateliers Mecaniques D Indonesie Tbk.,S,07/31/2023,Jan,U,0,339.65,176.61,163.04,146.66,8.87,8.87,8.87,11.5,150.96,11.22,0.85,1.08,4.0,9.0,10.0
APII,Industrials,C143,Industrial Machinery & Components,PT Arita Prima Indonesia Tbk.,S,06/30/2023,Dec,U,0,570.16,181.66,388.5,147.98,14.57,10.97,10.27,11.6,361.14,16.46,0.53,0.47,2.0,3.0,8.0
ARKA,Industrials,C143,Industrial Machinery & Components,PT Arkha Jayanti Persada Tbk.,S,06/30/2023,Dec,U,0,480.97,374.22,106.75,103.25,5.66,5.66,5.66,2.31,53.37,21.63,0.94,3.51,1.0,4.0,4.0
ARNA,Industrials,C121,Building Products & Fixtures,Arwana Citramulia Tbk,S,06/30/2023,Dec,U,0,2484.08,805.27,1678.8,1225.48,316.78,245.94,243.57,70.01,228.68,12.07,3.7,0.48,21.0,31.0,42.0
CAKK,Industrials,C121,Building Products & Fixtures,Cahayaputra Asa Keramik Tbk,S,06/30/2023,Dec,U,0,464.68,218.44,246.24,96.86,-6.28,-6.28,-6.28,0.39,204.64,487.41,0.94,0.89,0.0,0.0,0.0
CCSI,Industrials,C131,Electrical Components & Equipment,Communication Cable Systems Indonesia Tbk,S,06/30/2023,Dec,U,0,765.31,341.89,423.42,186.6,5.66,4.57,4.57,32.06,352.85,19.03,1.73,0.81,0.0,0.0,0.0
CTTH,Industrials,C121,Building Products & Fixtures,Citatah Tbk,S,06/30/2023,Dec,U,0,727.47,561.24,166.22,30.74,-6.58,-6.58,-6.58,-26.06,135.05,-1.92,0.37,3.38,-4.0,-19.0,-104.0
GPSO,Industrials,C143,Industrial Machinery & Components,Geoprima Solusi Tbk,S,06/30/2023,Dec,U,0,59.88,11.23,48.65,6.58,-1.55,-1.55,-1.55,-2.3,72.96,-58.26,1.84,0.23,-3.0,-3.0,-23.0
HEXA,Industrials,C141,Construction Machinery & Heavy Vehicles,Hexindo Adiperkasa Tbk,S,06/30/2023,Mar,U,0,6735.91,4040.93,2694.99,2154.18,272.53,212.39,212.39,958.17,3208.32,6.99,2.09,1.5,12.0,30.0,37.0
HOPE,Industrials,C141,Construction Machinery & Heavy Vehicles,Harapan Duta Pertiwi Tbk,S,06/30/2023,Dec,U,0,182.46,60.31,122.15,30.72,0.05,0.08,0.08,-0.08,57.34,-607.93,0.87,0.49,0.0,0.0,-1.0
IKBI,Industrials,C131,Electrical Components & Equipment,Sumi Indo Kabel Tbk,S,06/30/2023,Mar,A,WTM,1796.71,706.88,1089.83,900.89,43.99,39.86,39.86,76.86,890.38,9.37,0.81,0.65,5.0,9.0,10.0
IMPC,Industrials,C121,Building Products & Fixtures,Impack Pratama Industri Tbk,S,06/30/2023,Dec,U,0,3396.32,1129.93,2266.39,1389.97,280.26,220.59,212.88,6.91,41.76,46.31,7.66,0.5,11.0,17.0,27.0
INTA,Industrials,C141,Construction Machinery & Heavy Vehicles,Intraco Penta Tbk,S,06/30/2023,Dec,U,0,2257.68,4178.28,-1920.6,416.69,-7.36,-53.83,-44.16,-27.22,-574.35,-1.84,-0.09,-2.18,-4.0,0.0,-22.0
JECC,Industrials,C131,Electrical Components & Equipment,Jembo Cable Company Tbk,S,06/30/2023,Dec,U,0,2151.84,1405.1,746.74,1346.47,16.24,13.63,13.63,201.17,4938.76,17.35,0.71,1.88,1.0,4.0,2.0
KBLI,Industrials,C131,Electrical Components & Equipment,KMI Wire & Cable Tbk,S,06/30/2023,Dec,U,0,2864.15,356.28,2507.87,1156.76,35.41,28.89,28.01,20.2,625.84,15.94,0.51,0.14,3.0,3.0,7.0
KBLM,Industrials,C131,Electrical Components & Equipment,Kabelindo Murni Tbk,S,06/30/2023,Dec,U,0,1637.7,380.77,1256.93,700.53,16.74,12.28,12.28,31.69,1122.26,9.03,0.25,0.3,2.0,3.0,5.0
KIAS,Industrials,C121,Building Products & Fixtures,Keramika Indonesia Assosiasi Tbk,S,06/30/2023,Dec,U,0,1056.5,237.04,819.47,258.05,-33.53,-33.53,-30.84,-1.07,54.89,-17.81,0.35,0.29,-2.0,-2.0,-6.0
KOBX,Industrials,C141,Construction Machinery & Heavy Vehicles,Kobexindo Tractors Tbk,S,06/30/2023,Dec,U,0,3375.45,2828.87,546.59,1052.71,63.46,52.07,52.04,18.54,240.52,11.11,0.86,5.18,1.0,8.0,4.0
KOIN,Industrials,C121,Building Products & Fixtures,Kokoh Inti Arebama Tbk,S,06/30/2023,Dec,U,0,945.33,983.41,-38.08,1372.72,-63.92,-63.92,-63.92,-118.61,-38.82,-0.68,-2.09,-25.82,-12.0,0.0,-8.0
KPAL,Industrials,C141,Construction Machinery & Heavy Vehicles,Steadfast Marine Tbk,S,09/30/2020,Dec,U,0,763.46,579.64,183.82,30.56,-13.61,-13.61,-12.9,-14.17,171.96,0.0,0.29,3.15,-2.0,-8.0,-50.0
KRAH,Industrials,C143,Industrial Machinery & Components,PT Grand Kartech Tbk,S,09/30/2019,Dec,U,0,598.21,563.69,34.51,179.5,-24.19,-24.19,-24.19,-94.7,35.54,0.0,12.27,16.33,-15.0,-266.0,-51.0
KUAS,Industrials,C121,Building Products & Fixtures,Ace Oldfields Tbk,S,06/30/2023,Dec,U,0,270.7,120.81,149.89,75.71,3.83,2.81,2.81,7.18,115.94,7.53,0.47,0.81,3.0,6.0,12.0
LABA,Industrials,C143,Industrial Machinery & Components,Ladangbaja Murni Tbk,S,06/30/2023,Dec,U,0,64.15,9.52,54.63,5.63,-4.02,-4.02,-4.02,-5.82,54.02,-8.59,0.93,0.17,-9.0,-11.0,-105.0
MARK,Industrials,C143,Industrial Machinery & Components,PT Mark Dynamics Indonesia Tbk.,S,06/30/2023,Dec,U,0,978.21,204.33,773.87,262.62,85.47,64.47,64.47,66.19,203.65,9.59,3.12,0.26,26.0,33.0,96.0
MLIA,Industrials,C121,Building Products & Fixtures,Mulia Industrindo Tbk,S,06/30/2023,Dec,U,WTM,6717.83,2150.26,4567.57,2306.16,326.68,256.43,256.43,95.39,690.49,4.57,0.63,0.47,9.0,14.0,27.0
NTBK,Industrials,C141,Construction Machinery & Heavy Vehicles,Nusatama Berkah Tbk,S,06/30/2023,Dec,U,0,174.51,81.05,93.46,72.11,3.32,2.4,2.4,1.33,34.61,47.44,1.82,0.87,2.0,4.0,5.0
SCCO,Industrials,C131,Electrical Components & Equipment,Supreme Cable Manufacturing & Commerce Tbk,S,06/30/2023,Dec,U,0,5483.82,619.95,4863.87,3009.81,168.5,133.2,133.08,638.36,23658.84,14.61,0.39,0.13,2.0,3.0,4.0
SINI,Industrials,C121,Building Products & Fixtures,Singaraja Putra Tbk,S,06/30/2023,Dec,U,0,218.05,165.09,52.96,151.16,2.51,0.54,-1.95,1.25,110.11,1073.98,12.17,3.12,0.0,1.0,0.0
SKRN,Industrials,C141,Construction Machinery & Heavy Vehicles,Superkrane Mitra Utama Tbk,S,06/30/2023,Dec,U,0,3217.51,2379.67,837.84,441.13,172.13,129.09,129.09,21.51,111.71,29.29,5.64,2.84,5.0,19.0,37.0
SPTO,Industrials,C121,Building Products & Fixtures,Surya Pertiwi Tbk,S,06/30/2023,Dec,U,0,3194.0,1055.54,2138.46,1225.29,129.0,105.32,94.64,82.07,792.02,7.13,0.74,0.49,7.0,10.0,18.0
TOTO,Industrials,C121,Building Products & Fixtures,Surya Toto Indonesia Tbk,S,06/30/2023,Dec,U,0,3278.04,952.96,2325.07,986.49,160.91,125.51,125.51,27.47,225.3,8.74,1.07,0.41,9.0,12.0,29.0
UNTR,Industrials,C141,Construction Machinery & Heavy Vehicles,United Tractors Tbk,S,06/30/2023,Dec,LR,0,134463.15,58641.92,75821.23,68676.9,15842.67,12343.41,11216.28,5861.66,20326.67,4.44,1.28,0.77,16.0,29.0,32.0
VOKS,Industrials,C131,Electrical Components & Equipment,Voksel Electric Tbk,S,06/30/2023,Dec,U,0,2804.06,2083.33,720.74,1356.12,1.26,2.71,2.71,-30.65,173.44,-6.46,1.14,2.89,-1.0,-5.0,-3.0
ASGR,Industrials,C224,Business Support Services,Astra Graphia Tbk,S,06/30/2023,Dec,U,0,2525.7,793.49,1732.22,1312.92,83.1,66.93,66.93,98.32,1284.28,10.53,0.81,0.46,5.0,8.0,10.0
BINO,Industrials,C223,Office Supplies,Perma Plasindo Tbk,S,06/30/2023,Dec,U,0,555.38,115.67,439.71,1.47,1.47,1.47,1.59,2.74,202.16,46.64,0.63,0.26,1.0,1.0,407.0
BLUE,Industrials,C223,Office Supplies,Berkah Prima Perkasa Tbk,S,06/30/2023,Dec,U,WTM,104.7,5.46,99.24,67.95,11.37,11.37,11.37,42.29,237.41,8.75,1.56,0.06,17.0,18.0,26.0
DYAN,Industrials,C224,Business Support Services,Dyandra Media International Tbk,S,06/30/2023,Dec,U,0,1101.8,534.8,567.0,576.01,56.44,56.03,54.83,21.97,132.7,5.14,0.85,0.94,9.0,17.0,16.0
ICON,Industrials,C224,Business Support Services,Island Concepts Indonesia Tbk,S,06/30/2023,Dec,U,0,352.96,131.27,221.69,83.15,0.54,0.59,0.28,-16.54,203.43,-3.32,0.27,0.59,-5.0,-8.0,-22.0
INDX,Industrials,C232,Research & Consulting Services,Tanah Laut Tbk,S,06/30/2023,Dec,U,0,57.94,15.54,42.4,1.43,-1.68,-1.68,-1.68,-24.64,96.82,-5.28,1.34,0.37,-19.0,-25.0,-755.0
JTPE,Industrials,C221,Commercial Printing,Jasuindo Tiga Perkasa Tbk,S,06/30/2023,Dec,U,0,1743.88,692.85,1051.02,922.84,110.58,85.26,74.17,27.12,153.39,11.06,1.96,0.66,11.0,18.0,20.0
KONI,Industrials,C223,Office Supplies,Perdana Bangun Pusaka Tbk,S,06/30/2023,Dec,U,0,140.65,15.38,125.27,107.04,9.11,7.28,7.28,46.49,401.49,30.01,3.47,0.12,10.0,12.0,14.0
LION,Industrials,C223,Office Supplies,Lion Metal Works Tbk,S,06/30/2023,Dec,U,0,705.54,232.02,473.52,174.83,0.81,-1.29,-1.29,-19.14,910.34,-29.52,0.62,0.49,-1.0,-2.0,-6.0
MDRN,Industrials,C223,Office Supplies,Modern Internasional Tbk,S,06/30/2023,Dec,U,0,219.78,545.33,-325.54,25.21,-0.67,-0.67,-0.67,9.98,-42.65,0.6,-0.14,-1.68,35.0,0.0,302.0
MFMI,Industrials,C224,Business Support Services,Multifiling Mitra Indonesia Tbk,S,06/30/2023,Dec,U,0,352.39,241.53,110.86,79.8,12.06,9.56,9.56,25.68,146.33,27.07,4.75,2.18,6.0,18.0,24.0
SOSS,Industrials,C231,Human Resource & Employment Services,Shield on Service Tbk,S,06/30/2023,Dec,U,0,481.85,243.77,238.07,481.85,35.11,25.26,20.56,54.78,358.6,9.13,1.39,1.02,8.0,15.0,8.0
TIRA,Industrials,C211,Diversified Industrial Trading,Tira Austenite Tbk,S,06/30/2023,Dec,U,0,368.76,201.38,167.38,132.78,0.1,0.03,0.03,3.48,284.67,98.16,1.2,1.2,1.0,1.0,2.0
TRIL,Industrials,C211,Diversified Industrial Trading,Triwira Insanlestari Tbk,S,09/30/2021,Dec,U,0,124.89,17.78,107.11,19.5,-0.36,-0.82,-1.74,-2.75,89.26,0.0,0.56,0.17,-3.0,-3.0,-17.0
ASII,Industrials,C311,Multi-sector Holdings,Astra International Tbk,S,06/30/2023,Dec,U,0,419690.0,186380.0,233310.0,162393.0,28748.0,23431.0,17449.0,697.05,5763.08,9.25,1.12,0.8,7.0,12.0,17.0
BHIT,Industrials,C311,Multi-sector Holdings,PT MNC Investama Tbk.,S,06/30/2023,Dec,U,0,70472.68,30008.56,40464.12,8815.86,1357.98,1049.95,253.94,11.05,470.14,4.62,0.11,0.74,1.0,2.0,11.0
BNBR,Industrials,C311,Multi-sector Holdings,Bakrie & Brothers Tbk,S,06/30/2023,Dec,U,0,19509.23,17150.7,2358.52,1967.03,142.39,112.17,95.01,21.14,106.8,2.41,0.48,7.27,2.0,20.0,24.0
ZBRA,Industrials,C311,Multi-sector Holdings,Dosni Roha Indonesia Tbk,S,06/30/2023,Dec,U,0,3291.08,2089.43,1201.65,793.3,-58.16,-58.35,-59.52,-56.67,478.61,-8.12,0.96,1.74,-4.0,-12.0,-18.0
MLPL,Industrials,C311,Multi-sector Holdings,Multipolar Tbk,S,06/30/2023,Dec,U,0,13293.67,8964.03,4329.64,5527.66,88.35,12.48,107.8,11.51,276.08,7.47,0.31,2.07,1.0,4.0,3.0
BMTR,Industrials,C311,Multi-sector Holdings,PT Global Mediacom Tbk,S,06/30/2023,Dec,U,0,36405.38,8923.51,27481.87,5908.05,1048.69,852.87,440.16,67.8,1657.13,4.51,0.18,0.32,3.0,4.0,19.0
AMRT,Consumer Non-Cyclicals,D113,Supermarkets & Convenience Store,PT Sumber Alfaria Trijaya Tbk.,S,06/30/2023,Dec,U,0,33009.78,20803.36,12206.42,53833.87,2046.14,1647.73,1612.72,77.41,293.96,37.46,9.87,1.7,10.0,26.0,6.0
BUAH,Consumer Non-Cyclicals,D112,Food Retail & Distributors,PT Segar Kumala Indonesia Tbk,S,06/30/2023,Dec,U,0,370.58,204.12,166.46,858.77,17.89,13.46,13.46,33.24,166.46,42.27,8.44,1.23,9.0,20.0,4.0
