kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p;date
KAEF;745.0;685.0;1935.0;0.00524;0.0;-0.00484;0.0;0.0;0.5146336;1447.632;none;1756730.0;5566530048.0;881.075;1034.5;4147064864768.0;792719982592.0;-376455561216.0;10187721146368.0;8002717351936.0;142.514;4.8;2024-03-07 18:46:58
KARW;161.0;50.0;161.0;0.01798;0.0;0.0;0.0;0.0;0.0;-0.055;none;0.0;587153024.0;64.11;88.22;94531633152.0;1203698.0;4208943.0;7295207.0;44742860.0;0.002;99.99999999999999;2024-03-07 18:46:58
KAYU;50.0;50.0;685.0;-0.15448;0.0;0.01283;0.0;0.0;0.4106304;121.764;none;1969900.0;665000000.0;257.395;58.24;33250000896.0;379178016.0;-840823104.0;8344048640.0;7907092992.0;0.57;0.0;2024-03-07 18:46:58
KBAG;50.0;50.0;50.0;-0.18746;0.0;-0.00548;0.0;0.0;0.92319053;54.16;none;9830.0;7150000128.0;50.0;50.0;357499994112.0;8347141632.0;21987368960.0;60171423744.0;28858234880.0;1.167;0.0;2024-03-07 18:46:58
KBLI;314.0;284.0;360.0;0.0725;0.1223;0.05088;0.0;0.0;0.51788515;606.312;none;565780.0;560000000.0;327.09;326.44;1258273374208.0;553100181504.0;-56345681920.0;2595071721472.0;25741830144.0;138.025;39.473684210526315;2024-03-07 18:46:58
KBLM;252.0;228.0;316.0;0.02362;0.0;0.027420001;0.0;0.0;0.22519223;1119.044;none;57770.0;1120000000.0;272.1;261.36;282239991808.0;8578012672.0;-61597224960.0;1531568455680.0;199930478592.0;7.659;27.272727272727273;2024-03-07 18:46:58
KBLV;63.0;63.0;135.0;-0.6108;0.0;0.0;0.0;0.0;0.2849428;221.097;none;110480.0;1742169984.0;86.44;70.9;109756710912.0;297423011840.0;-287069011968.0;120474001408.0;0.0;170.72;0.0;2024-03-07 18:46:58
KBRI;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;434400002048.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
KDSI;1515.0;1005.0;2540.0;0.11889;0.0;0.12355;0.0;0.0;0.7828276;1935.292;none;17670.0;405000000.0;1504.725;1786.9;613574967296.0;56829382656.0;278572236800.0;2184584232960.0;141834764288.0;140.319;33.22475570032574;2024-03-07 18:46:58
KDTN;103.0;94.0;177.0;0.14854999;0.0;0.0;0.0;0.0;1.9432863;53.003;none;517960.0;1250019968.0;112.51;108.64;128752058368.0;23773628416.0;6130751488.0;30327373824.0;6830573056.0;19.019;10.843373493975903;2024-03-07 18:46:58
KEEN;835.0;515.0;1095.0;0.58851004;0.0958;0.104320005;0.0;0.0;18152.174;0.046;buy;15384650.0;3666309888.0;789.55;792.1;3061368750080.0;2687386.0;14103694.0;48852208.0;103980280.0;0.001;55.17241379310345;2024-03-07 18:46:58
KEJU;1160.0;1100.0;1355.0;0.14226;1.4003;0.11692;0.0;0.0;2.594022;447.182;none;43000.0;1500000000.0;1185.75;1168.8;1739999936512.0;152549474304.0;46446501888.0;1019669774336.0;0.0;101.7;23.529411764705884;2024-03-07 18:46:58
KETR;236.0;160.0;294.0;0.5324;0.0;0.0;0.0;0.0;0.70640916;334.084;none;1475310.0;2841260032.0;205.22;229.96;670537351168.0;221552967680.0;-6514769920.0;465786863616.0;654628618240.0;77.977;56.71641791044776;2024-03-07 18:46:58
KIAS;14.0;11.0;50.0;-0.02153;0.0;-0.03336;0.0;0.0;0.27830788;50.304;none;200080.0;425000000.0;18.32;14.48;209007394816.0;47267201024.0;37050191872.0;574608113664.0;35501355008.0;3.166;7.692307692307692;2024-03-07 18:46:58
KICI;155.0;103.0;218.0;-0.0804;0.0;-0.030250002;0.0;0.0;0.38485128;402.753;none;5209850.0;276000000.0;149.005;131.0;42780000256.0;8044664832.0;1952227840.0;74838958080.0;10669220864.0;29.147;45.21739130434783;2024-03-07 18:46:58
KIJA;118.0;115.0;190.0;0.18517;0.0;0.057789996;4.72;25.0;0.46042672;256.284;none;89056320.0;711956992.0;140.185;124.96;2422823190528.0;1254233866240.0;776253472768.0;3235352936448.0;4551782432768.0;61.086;4.0;2024-03-07 18:46:58
KING;152.0;84.0;426.0;0.02391;0.0;0.0;0.0;0.0;4.3079014;35.284;none;750790.0;2600009984.0;148.6;145.72;395201511424.0;17411620864.0;0.0;184146558976.0;19722352640.0;6.697;19.883040935672515;2024-03-07 18:46:58
KINO;1415.0;1075.0;1655.0;0.06515;0.0;-0.33754003;8.734568;162.0;1.2804028;1105.121;underperform;40430.0;1378819968.0;1426.75;1300.4;1951030312960.0;216207212544.0;778840899584.0;3744791003136.0;2028636733440.0;156.806;58.62068965517241;2024-03-07 18:46:58
KIOS;50.0;50.0;93.0;0.01849;0.0;0.00022;0.0;0.0;0.31561673;158.42;none;33060.0;1075859968.0;61.16;50.66;53792997376.0;1361702144.0;-2461742080.0;348344451072.0;0.0;1.266;0.0;2024-03-07 18:46:58
KJEN;81.0;73.0;218.0;-0.025940001;0.0;-0.00034000003;0.0;0.0;0.64891887;124.823;none;1518330.0;500000000.0;105.77;87.04;40499998720.0;123093168.0;-1659834368.0;8372854272.0;2781084672.0;0.246;5.517241379310345;2024-03-07 18:46:58
KKES;50.0;50.0;116.0;0.00398;0.0;0.06125;0.0;0.0;1.1646596;42.931;none;4880.0;1500000000.0;56.715;50.0;74999996416.0;1465851264.0;-13317947392.0;230694191104.0;23710611456.0;0.977;0.0;2024-03-07 18:46:58
KKGI;366.0;343.62933;593.62933;0.00061;0.20459999;0.29364002;0.0;0.0;11806.452;0.031;none;1076580.0;4835789824.0;428.96713;363.16;1769899032576.0;51974840.0;46633748.0;312461184.0;5851252.0;0.011;8.948268000000008;2024-03-07 18:46:58
KLAS;71.0;54.0;238.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;840390.0;2164999936.0;95.61053;79.7;153714999296.0;0.0;0.0;0.0;0.0;0.0;9.239130434782608;2024-03-07 18:46:58
KLBF;1465.0;1430.0;2350.0;0.09403;0.5968;0.13736;21.268875;68.88;3.277522;446.984;hold;32851600.0;46255599616.0;1751.625;1540.7;67764454686720.0;2967536664576.0;2172142747648.0;30312738324480.0;1086064033792.0;64.155;3.804347826086957;2024-03-07 18:46:58
KLIN;19.0;18.0;55.0;-0.24077;0.0;-0.106709994;0.0;0.0;0.7734897;24.564;none;361480.0;1307529984.0;34.295;23.82;24843069440.0;375004928.0;-8738539520.0;9521104896.0;8197024768.0;0.287;2.7027027027027026;2024-03-07 18:46:58
KMDS;436.0;402.0;690.0;0.19679001;0.0;0.26106;0.0;0.0;1.8086634;241.062;none;89830.0;800000000.0;466.155;432.48;348799991808.0;43330822144.0;32083214336.0;323685253120.0;1161547520.0;54.164;11.805555555555555;2024-03-07 18:46:58
KMTR;256.0;226.0;308.0;0.0029;0.0;-0.04822;0.0;0.0;1.1495905;222.688;none;6420.0;8215370240.0;280.21;275.56;2103134781440.0;307419414528.0;460245663744.0;8457497870336.0;2149669011456.0;37.42;36.58536585365854;2024-03-07 18:46:58
KOBX;149.0;135.0;326.0;0.030450001;0.0;-0.04383;0.0;0.0;0.6829192;218.181;none;303920.0;2272499968.0;197.12;164.04;338602491904.0;43694747648.0;-684376850432.0;2223603187712.0;876855558144.0;19.228;7.329842931937173;2024-03-07 18:46:58
KOCI;54.0;50.0;142.0;0.26042998;0.0;0.0;0.0;0.0;2.4054525;22.449;none;6381470.0;4415589888.0;53.132076;50.94;238441857024.0;3591203072.0;-2203729408.0;73420324864.0;931825024.0;0.906;4.3478260869565215;2024-03-07 18:46:58
KOIN;78.0;65.0;132.0;-0.00587;0.0;-12.77668;0.0;0.0;0.0;-44.24;none;93690.0;980844032.0;75.86;75.78;76505833472.0;30227810304.0;127922814976.0;3136774209536.0;18781300736.0;30.818;19.402985074626866;2024-03-07 18:46:58
KOKA;79.0;50.0;174.0;0.21500999;0.0;0.0;0.0;0.0;1.8778226;42.07;none;54081480.0;2861329920.0;71.53398;71.82;226045067264.0;787599424.0;19325304832.0;205606813696.0;2750686720.0;0.367;23.387096774193548;2024-03-07 18:46:58
KONI;1165.0;900.0;2960.0;0.07152;0.0;0.12324;0.0;0.0;2.8251464;412.368;none;2470.0;312000000.0;1238.925;1037.9;363479990272.0;28952889344.0;-1556734464.0;224413990912.0;0.0;92.798;12.864077669902912;2024-03-07 18:46:58
KOPI;366.0;300.0;840.0;0.07707;0.0;0.040560003;0.0;0.0;2.5237725;145.021;none;18360.0;697267008.0;362.26;343.4;255199723520.0;214353280.0;5129018880.0;196379312128.0;172574605312.0;0.307;12.222222222222221;2024-03-07 18:46:58
KOTA;50.0;50.0;50.0;-0.33282003;0.0;-0.015039999;0.0;0.0;0.43300915;115.471;none;9260.0;10546199552.0;50.0;50.0;527309963264.0;1537114112.0;2699584512.0;26500706304.0;210364383232.0;0.146;0.0;2024-03-07 18:46:58
KPAL;50.0;50.0;50.0;-0.16206;0.0;-0.11052;0.0;0.0;0.3223893;155.092;none;0.0;1069009984.0;50.0;50.0;53450498048.0;2086702208.0;-1118484224.0;54224896000.0;386466283520.0;1.952;0.0;2024-03-07 18:46:58
KPAS;62.0;62.0;63.0;-15.95562;0.0;-0.25395;0.0;0.0;0.40718216;152.266;none;0.0;768043008.0;62.0;62.0;47618666496.0;161532144.0;13649302528.0;34266585088.0;79956664320.0;0.21;0.0;2024-03-07 18:46:58
KPIG;61.0;56.0;84.0;0.03607;0.0;0.01652;0.0;0.0;0.2117585;288.064;none;10461550.0;97557102592.0;66.655;62.34;5950983372800.0;142193262592.0;261853233152.0;1419588665344.0;5933997490176.0;1.603;17.857142857142854;2024-03-07 18:46:58
KRAH;436.0;436.0;436.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;436.0;436.0;423438843904.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
KRAS;138.0;133.0;308.0;-0.011569999;0.0;-0.20702;5.52;25.0;4928.5713;0.028;none;4142470.0;19346399232.0;180.545;142.02;2669803208704.0;105840000.0;371724992.0;1658807040.0;1602279936.0;0.005;2.857142857142857;2024-03-07 18:46:58
KREN;50.0;50.0;50.0;0.00056;0.0;-0.04279;0.0;0.0;5.0443907;9.912;none;640.0;18205399040.0;50.0;50.0;910269939712.0;455472611328.0;41485352960.0;12336579477504.0;194975121408.0;25.018;0.0;2024-03-07 18:46:58
KRYA;51.0;50.0;124.0;0.36465;0.0;-0.01826;0.0;0.0;0.8254164;61.787;none;1105570.0;1663939968.0;67.145;54.64;84860936192.0;26187294720.0;-2530492416.0;127564496896.0;27548717056.0;15.738;1.3513513513513513;2024-03-07 18:46:58
KUAS;52.0;50.0;63.0;0.064959995;0.0;0.057490002;0.0;0.0;0.4460265;116.585;none;332550.0;1292809984.0;52.27;51.46;67226120192.0;6993474048.0;784195136.0;158662868992.0;65323540480.0;5.41;15.384615384615383;2024-03-07 18:46:58
LABA;50.0;50.0;76.0;0.082770005;0.0;-0.08931;0.0;0.0;0.923634;54.134;none;2430920.0;1011320000.0;50.96;50.1;50566000640.0;183051424.0;12075173888.0;13549237248.0;2901785600.0;0.181;0.0;2024-03-07 18:46:58
LAJU;53.0;50.0;430.0;0.07216;0.0;0.0;0.0;0.0;0.9068355;58.445;none;9630200.0;2149939968.0;75.075;56.14;113946820608.0;54449139712.0;28086448128.0;164476977152.0;43285635072.0;25.326;0.7894736842105263;2024-03-07 18:46:58
LAND;20.0;12.0;50.0;-0.05743;0.0;-0.01513;0.0;0.0;0.12049427;165.983;none;1176420.0;2792620032.0;39.86;18.18;55852400640.0;43806593024.0;-25619591168.0;45911650304.0;123103502336.0;15.687;21.05263157894737;2024-03-07 18:46:58
LAPD;0.0;5.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;335950.0;0.0;32.89;7.56;31730800640.0;0.0;0.0;0.0;0.0;0.0;-11.11111111111111;2024-03-07 18:46:58
LCGP;114.0;114.0;114.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;114.0;114.0;641820000256.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
LCKM;298.0;260.0;314.0;0.034849998;0.0;-0.00654;0.0;0.0;2.1937897;135.838;none;17050.0;1000000000.0;294.27;292.96;297999990784.0;7304557056.0;-2683058432.0;14685856768.0;0.0;7.305;70.37037037037037;2024-03-07 18:46:58
LEAD;61.0;50.0;95.0;-0.04074;0.0;-0.26680002;0.0;0.0;10166.667;0.006;none;2689340.0;4033740032.0;62.335;62.14;246058139648.0;14892527.0;10823063.0;32506426.0;84242776.0;0.004;24.444444444444443;2024-03-07 18:46:58
LFLO;49.0;43.0;83.0;0.01835;0.0;0.10566;0.0;0.0;1.3643703;35.914;none;72310.0;1300000000.0;53.38;53.64;63700000768.0;8030105088.0;-292653792.0;76692676608.0;1423107456.0;6.14;15.0;2024-03-07 18:46:58
LIFE;6025.0;5550.0;6275.0;-0.030580001;1.4508001;0.03439;0.0;0.0;1.7003827;3543.32;none;54520.0;2100000000.0;6070.375;6024.0;12652499697664.0;5685094907904.0;-1174004957184.0;3324186984448.0;549000000.0;2707.188;65.51724137931035;2024-03-07 18:46:58
LINK;1065.0;1030.0;2400.0;-0.09515;9.9086;-0.11482;2.7907343;381.62;0.6789541;1568.589;buy;37660.0;2751579904.0;1544.4;1178.5;2930432540672.0;236828999680.0;2392381980672.0;3925580972032.0;6875034157056.0;86.07;2.5547445255474455;2024-03-07 18:46:58
LION;482.0;462.0;900.0;0.14191;0.0;0.00995;0.0;0.0;0.50798815;948.841;none;6900.0;520160000.0;585.28;536.22;250717126656.0;129138704384.0;6749000704.0;475325726720.0;78966087680.0;248.267;4.566210045662101;2024-03-07 18:46:58
LIVE;0.0;150.0;199.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;44079200.0;0.0;172.11765;172.11765;725695594496.0;0.0;0.0;0.0;0.0;0.0;-306.12244897959187;2024-03-07 18:46:58
LMAS;50.0;50.0;50.0;0.40675;0.0;0.0;0.0;0.0;0.0;-144.661;none;0.0;787852032.0;50.0;50.0;39392600064.0;1647229056.0;0.0;39092310016.0;143609004032.0;2.091;0.0;2024-03-07 18:46:58
LMAX;70.0;66.0;380.0;0.083450004;0.0;0.2626;0.0;0.0;2.1808212;32.098;none;58147690.0;650003008.0;190.41216;133.08;45500211200.0;716711360.0;-761069632.0;37693607936.0;6650699264.0;1.575;1.2738853503184713;2024-03-07 18:46:58
LMPI;94.0;92.0;194.0;0.01138;0.0;-0.14022;0.0;0.0;0.49245858;190.879;none;14650.0;1008520000.0;126.27;108.2;94800879616.0;4104978688.0;12735690752.0;549130338304.0;259263741952.0;4.07;1.9607843137254901;2024-03-07 18:46:58
LMSH;408.0;400.0;565.0;-0.17146;0.0;-0.05677;0.0;0.0;0.3659961;1114.766;none;50.0;96000000.0;430.97;419.28;39168000000.0;32224264192.0;2660162048.0;116895252480.0;0.0;335.669;4.848484848484849;2024-03-07 18:46:58
LOPI;60.0;40.0;93.0;0.11251;0.0;0.0;0.0;0.0;1.8217148;32.936;none;783280.0;1100000000.0;67.11651;60.04;65999998976.0;383220064.0;-7080648704.0;74151428096.0;4187824896.0;0.479;37.73584905660377;2024-03-07 18:46:58
LPCK;570.0;560.0;1150.0;0.2536;0.0;0.0208;0.6151057;926.67;0.22483769;2535.162;none;367760.0;2679600128.0;843.0;668.4;1527372054528.0;346413989888.0;23491999744.0;1036624003072.0;831796019200.0;129.278;1.694915254237288;2024-03-07 18:46:58
LPGI;3700.0;3000.0;7025.0;-0.02311;30.3032;-0.04883;0.0;0.0;1.3223448;2798.06;none;2170.0;300000000.0;4958.25;3575.8;1110000009216.0;281473155072.0;26638032896.0;2906517405696.0;2380004352.0;938.244;17.391304347826086;2024-03-07 18:46:58
LPIN;326.0;280.0;442.0;0.12449;0.0;0.08035;0.0;0.0;0.45063102;723.43;none;57640.0;425000000.0;374.81;347.0;138550001664.0;20299675648.0;2604956672.0;148378583040.0;160710672.0;47.764;28.39506172839506;2024-03-07 18:46:58
LPKR;70.0;67.0;110.0;0.16258;0.0;0.029040001;4.4585986;15.7;0.3043624;229.989;underperform;20676040.0;70879002624.0;90.71;83.06;4961530281984.0;2474623107072.0;1191947010048.0;16550331416576.0;20466559352832.0;34.913;6.976744186046512;2024-03-07 18:46:58
LPLI;230.0;202.0;340.0;6.7929497;0.0;0.21252;0.0;0.0;0.17034552;1350.197;none;79750.0;157927008.0;241.91;230.0;269198884864.0;411676999680.0;-26186999808.0;22580000768.0;0.0;351.731;20.28985507246377;2024-03-07 18:46:58
LPPF;1680.0;1530.0;5225.0;0.14390999;1.7617;2.21103;4.1914077;400.82;123.5385;13.599;underperform;3672210.0;1395970.0;2440.075;1996.0;1971513589760.0;507631009792.0;2038662037504.0;6538585964544.0;3600503013376.0;224.586;4.059539918809201;2024-03-07 18:46:58
LPPS;69.0;60.0;84.0;0.97754997;0.0;0.02592;0.0;0.0;0.17628123;391.42;none;297340.0;1109250048.0;66.315;66.72;178589253632.0;122959945728.0;-692903232.0;26253875200.0;0.0;47.507;37.5;2024-03-07 18:46:58
LRNA;165.0;151.0;300.0;-0.07406;0.0;0.0;0.0;0.0;0.3340967;493.869;none;58800.0;350000000.0;188.49;175.82;57749999616.0;293527840.0;15271546880.0;95662751744.0;12434853888.0;0.839;9.395973154362416;2024-03-07 18:46:58
LSIP;875.0;820.0;1135.0;0.36453998;0.4732;0.06827;6.877309;127.23;0.5258322;1664.029;hold;5892960.0;6819959808.0;956.325;864.7;5967464890368.0;4511450005504.0;1411389980672.0;4189896048640.0;8416999936.0;661.506;17.460317460317462;2024-03-07 18:46:58
LTLS;1140.0;975.0;1510.0;0.04479;0.8152;0.0548;0.0;0.0;0.6770537;1683.766;none;1656590.0;1552489984.0;1114.025;1216.5;1769838608384.0;277745008640.0;558806007808.0;7258107805696.0;1122326937600.0;178.631;30.841121495327105;2024-03-07 18:46:58
LUCK;69.0;62.0;123.0;0.044299997;0.0;0.00773;0.0;0.0;0.36153668;190.852;none;332030.0;715750016.0;83.195;72.14;49386749952.0;32585574400.0;12393378816.0;106674733056.0;16651669504.0;45.526;11.475409836065573;2024-03-07 18:46:58
LUCY;145.0;109.22923;194.84134;-0.025120001;0.0;0.0;0.0;0.0;3.4480298;42.053;none;71190.0;1396300032.0;143.95743;147.49367;202463510528.0;2780410624.0;-15956980736.0;86625583104.0;34269700096.0;2.604;41.782371676156565;2024-03-07 18:46:58
MABA;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;768259981312.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
MAGP;50.0;50.0;50.0;-0.16578;0.0;-0.91343004;0.0;0.0;6.113964;8.178;none;0.0;8999999488.0;50.0;50.0;449999962112.0;2382603264.0;8559209984.0;164281270272.0;358705659904.0;0.265;0.0;2024-03-07 18:46:58
MAHA;191.0;159.0;306.0;0.19295;0.0;0.0;0.0;0.0;1.937552;98.578;none;51104320.0;16666000384.0;210.74843;186.4;3183206203392.0;242863046656.0;444735094784.0;1885605986304.0;218604240896.0;14.572;21.768707482993197;2024-03-07 18:46:58
MAIN;520.0;402.0;595.0;0.09060001;0.0;0.059660003;9.252669;56.2;0.5483115;948.366;strong_buy;2357630.0;2238749952.0;482.535;498.66;1164149915648.0;285219979264.0;548706189312.0;11701047001088.0;2442883235840.0;127.401;61.139896373057;2024-03-07 18:46:58
MAMI;50.0;50.0;50.0;-0.11216;0.0;-0.02822;0.0;0.0;0.5054385;98.924;none;0.0;12305099776.0;50.0;50.0;615254982656.0;3100160000.0;-16978739200.0;43353239552.0;385548124160.0;0.252;0.0;2024-03-07 18:46:58
MANG;116.0;60.0;167.0;0.07486;0.0;0.0;0.0;0.0;0.0;0.0;none;15161270.0;3812499968.0;98.702705;98.702705;442250002432.0;1536240128.0;-18182881280.0;46679531520.0;24970217472.0;0.504;52.336448598130836;2024-03-07 18:46:58
MAPA;1040.0;435.0;1170.0;0.1508;0.0813;0.29512;16.874899;61.63;5.5765867;186.494;strong_buy;31702780.0;28504000512.0;814.9375;964.3;29644159975424.0;616576974848.0;1002502029312.0;12562372493312.0;1756786065408.0;21.631;82.31292517006803;2024-03-07 18:46:58
MAPB;1965.0;1800.0;2560.0;0.08316;0.0;0.112770006;0.0;0.0;2.7124288;724.443;none;3820.0;2387919872.0;2038.3;1972.8;4692262780928.0;602377027584.0;875906007040.0;4050934038528.0;500558004224.0;252.26;21.710526315789476;2024-03-07 18:46:58
MAPI;1980.0;1305.0;2070.0;0.10152;0.065;0.24123;13.636364;145.2;3.421722;578.656;buy;19393430.0;16539599872.0;1842.425;1907.2;32748408406016.0;3338426908672.0;3411709001728.0;31908654219264.0;6717011132416.0;201.844;88.23529411764706;2024-03-07 18:46:58
MARI;52.0;50.0;143.0;-1.0334201;0.0;-0.66772;0.5531915;94.0;2.6721482;19.46;none;12412720.0;5252639744.0;64.785;50.72;273137270784.0;75726135296.0;-85796577280.0;81060028416.0;367309488128.0;14.417;2.150537634408602;2024-03-07 18:46:58
MARK;870.0;436.0;890.0;0.30038;1.0726;0.15704;0.0;0.0;4.106156;211.877;none;28234570.0;3800000000.0;623.84;720.3;3305999958016.0;24765673472.0;217016500224.0;488657223680.0;48835096576.0;6.517;95.59471365638767;2024-03-07 18:46:58
MASA;4230.0;2250.0;6000.0;0.21346001;0.2619;0.2005;0.0;0.0;103170.73;0.041;none;4200.0;9182950400.0;3603.625;3944.2;38843881357312.0;3869424.0;103983720.0;463999232.0;2982678.0;0.0;52.8;2024-03-07 18:46:58
MASB;3520.0;3010.0;3680.0;0.41829;0.0;0.075289994;0.0;0.0;1.3591305;2589.891;none;4960.0;1402009984.0;3409.2;3516.8;4935075233792.0;7465590063104.0;-697739116544.0;787637600256.0;29418682368.0;5324.916;76.11940298507463;2024-03-07 18:46:58
MAXI;50.0;50.0;95.0;-0.05466;0.0;0.0;0.0;0.0;3.1924403;15.662;none;16710.0;9610019840.0;55.07895;50.04;480501006336.0;47843098624.0;32355547136.0;90638934016.0;34894876672.0;4.978;0.0;2024-03-07 18:46:58
MAYA;230.0;149.0;406.0;0.03701;0.0;-0.0012800001;0.0;0.0;0.19566226;1175.495;none;50849340.0;689772992.0;252.71967;213.08089;2790797082624.0;5065455173632.0;-2933451128832.0;1319587020800.0;3765755969536.0;428.102;31.51750972762646;2024-03-07 18:46:58
MBAP;4120.0;4000.0;6875.0;0.0416;1.8891001;0.19416;0.0;0.0;26075.947;0.158;none;91100.0;1227270016.0;4791.125;4250.2;5056352485376.0;153476320.0;46324400.0;251448544.0;0.0;0.125;4.173913043478261;2024-03-07 18:46:58
MBMA;565.0;496.0;955.0;0.07511;0.0;0.01864;0.0;0.0;40357.14;0.014;buy;43608310.0;107994996736.0;702.225;613.8;61017174310912.0;327234624.0;-90978168.0;1040153536.0;565891008.0;0.003;15.032679738562091;2024-03-07 18:46:58
MBSS;1070.0;940.0;1500.0;0.24249001;0.0;0.15086001;0.0;0.0;9385.965;0.114;none;191500.0;1750029952.0;1208.375;1102.5;1872532078592.0;124030232.0;28020830.0;70566136.0;13450633.0;0.071;23.214285714285715;2024-03-07 18:46:58
MBTO;93.0;84.0;173.0;0.047909997;0.0;-0.06434;0.0;0.0;0.24690506;376.663;none;1094510.0;1070000000.0;105.52;98.26;99510001664.0;8492175872.0;-7462652416.0;421965168640.0;169207480320.0;7.937;10.112359550561798;2024-03-07 18:46:58
MCAS;2200.0;2190.0;9800.0;0.00503;0.0;0.009330001;57.426258;38.31;9.9412565;221.3;strong_buy;270810.0;867932992.0;6236.55;3862.2;1909452570624.0;243878838272.0;88951234560.0;12425779740672.0;294363267072.0;280.988;0.1314060446780552;2024-03-07 18:46:58
MCOL;5925.0;4030.0;7050.0;0.26735002;0.9415;0.49202;0.0;0.0;37500.0;0.158;none;67950.0;3555559936.0;5127.6;5743.0;21066692952064.0;232454688.0;272470624.0;1004874560.0;74043112.0;0.065;62.74834437086093;2024-03-07 18:46:58
MCOR;73.0;67.0;89.0;0.35972;0.0;0.03788;0.0;0.0;0.42322767;172.484;none;2743900.0;37919698944.0;78.31;76.42;2768138141696.0;1478935052288.0;691875020800.0;871570014208.0;561036001280.0;39.002;27.272727272727273;2024-03-07 18:46:58
MDIA;50.0;50.0;55.0;-0.47826;0.0;-0.040939998;0.0;0.0;0.6842566;73.072;none;25640.0;39215501312.0;50.0;50.0;1960775122944.0;5016102912.0;86508404736.0;888799887360.0;1765263409152.0;0.128;0.0;2024-03-07 18:46:58
MDKA;2320.0;2060.0;4320.0;0.09698;0.0;-0.00401;24.524313;94.6;59487.18;0.039;buy;37401230.0;24044699648.0;2805.2;2525.4;55783702134784.0;472570048.0;43347832.0;1414040960.0;1470651648.0;0.02;11.504424778761061;2024-03-07 18:46:58
MDKI;202.0;184.0;228.0;0.10712;0.0;0.05731;0.0;0.0;0.5462752;369.777;none;509410.0;2530149888.0;201.38;201.52;511090262016.0;224352993280.0;83517997056.0;487109001216.0;17229000704.0;88.672;40.90909090909091;2024-03-07 18:46:58
MDLN;55.0;52.0;102.0;0.28917;0.0;0.15942;0.0;0.0;0.15811186;347.855;none;3559200.0;5527940096.0;73.06;58.42;657101488128.0;122297827328.0;-383692374016.0;2045007364096.0;6293954756608.0;10.236;6.0;2024-03-07 18:46:58
MDRN;5.0;4.0;50.0;0.30069;0.0;0.0;0.0;0.0;0.0;-42.226;none;227880.0;5032169984.0;10.53;5.52;38160850944.0;1172734592.0;19722489856.0;44709654528.0;423077478400.0;0.154;2.1739130434782608;2024-03-07 18:46:58
MEDC;1315.0;840.0;1705.0;0.38486;0.103;0.21004;5.9577746;220.72;18521.127;0.071;buy;84825230.0;25028999168.0;1170.95;1210.0;32913133404160.0;538234112.0;965902464.0;2188292608.0;3122335232.0;0.022;54.91329479768786;2024-03-07 18:46:58
MEDS;50.0;50.0;178.0;-1.0994201;0.0;-0.14557;0.0;0.0;1.2643503;39.546;none;133540.0;1562499968.0;66.82;53.72;78124998656.0;1018092544.0;5668942848.0;18326446080.0;9849292800.0;0.652;0.0;2024-03-07 18:46:58
MEGA;5225.0;4300.0;5500.0;0.54631;0.8081;0.16564;0.0;0.0;2.8198156;1852.958;none;55750.0;11740900352.0;5158.975;5140.7;61346204876800.0;12088937283584.0;851307986944.0;7625451241472.0;18815593218048.0;1029.641;77.08333333333333;2024-03-07 18:46:58
MEJA;0.0;93.0;175.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;112659730.0;0.0;126.05882;126.05882;320222494720.0;0.0;0.0;0.0;0.0;0.0;-113.41463414634147;2024-03-07 18:46:58
MENN;10.0;9.0;134.0;0.2493;0.0;0.04223;0.0;0.0;0.33594248;29.767;none;4360030.0;1434040064.0;49.61;11.24;14340401152.0;1797914368.0;-13989378048.0;7549879808.0;309091808.0;1.254;0.8;2024-03-07 18:46:58
MERK;3950.0;3940.0;5100.0;0.18722;0.8939;0.21826;0.0;0.0;2.3776245;1661.322;none;81370.0;448000000.0;4498.0;4090.6;1769600057344.0;169827123200.0;228400676864.0;1035913396224.0;16050235392.0;379.078;0.8620689655172414;2024-03-07 18:46:58
META;238.0;105.0;322.0;0.17538999;0.0;-0.04967;0.0;0.0;1.6372242;145.368;none;0.0;17325299712.0;186.85;238.0;4123421310976.0;220340174848.0;20373848064.0;2214181470208.0;7055279652864.0;12.718;61.29032258064516;2024-03-07 18:46:58
