kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p;date
MFIN;3100.0;1640.0;3190.0;0.39965;0.5319;0.15457;0.0;0.0;2.4629366;1258.66;none;904990.0;2649999872.0;2806.8;3060.4;8214999465984.0;1450365943808.0;477079011328.0;1569174061056.0;3161527943168.0;547.308;94.19354838709677;2024-03-07 18:46:58
MFMI;500.0;500.0;825.0;0.30754998;0.0;0.19750999;0.0;0.0;3.1953986;156.475;none;1570.0;757580992.0;656.825;552.4;378790510592.0;99589808128.0;73835798528.0;165109465088.0;187367161856.0;131.458;0.0;2024-03-07 18:46:58
MGLV;68.0;38.0;120.0;0.17031999;0.0;0.16143;0.0;0.0;1.0157288;66.947;none;344380.0;1904880000.0;65.99;57.66;129531838464.0;8821583872.0;27760455680.0;186645479424.0;37406949376.0;4.631;36.58536585365854;2024-03-07 18:46:58
MGNA;9.0;8.0;50.0;0.34215;0.0;-0.025810001;0.0;0.0;1.2474012;7.215;none;211770.0;3410480128.0;38.12;9.9;30694322176.0;17658955776.0;-3844400128.0;50449534976.0;64359432192.0;5.178;2.380952380952381;2024-03-07 18:46:58
MGRO;580.0;500.0;880.0;0.03509;0.0;-0.23629999;0.0;0.0;4.416793;131.317;none;5877390.0;3525289984.0;650.25;617.5;2044668149760.0;253750362112.0;121329582080.0;6088622080000.0;1598151720960.0;71.98;21.05263157894737;2024-03-07 18:46:58
MICE;505.0;488.0;945.0;0.08804;0.0771;0.05052;0.0;0.0;0.38474843;1312.546;none;5340.0;591904000.0;528.965;519.36;298911531008.0;60836024320.0;473654944.0;1070675918848.0;289344880640.0;102.78;3.719912472647702;2024-03-07 18:46:58
MIDI;438.0;314.69568;530.0;0.04188;0.2525;0.17183;21.200388;20.66;4.0121646;109.168;strong_buy;55455200.0;33435299840.0;437.9719;415.96;14644660928512.0;326167986176.0;1432406982656.0;16989734043648.0;693715992576.0;9.755;57.26978446136148;2024-03-07 18:46:58
MIKA;2600.0;2430.0;3200.0;0.29284;0.5443;0.16892;33.41473;77.81;6.4643974;402.203;buy;9958250.0;13907500032.0;2741.1;2678.4;36159501631488.0;1682146852864.0;1016965693440.0;4132931895296.0;0.0;120.953;22.07792207792208;2024-03-07 18:46:58
MINA;50.0;50.0;67.0;0.03708;0.0;-0.02152;0.0;0.0;3.3335557;14.999;none;15280.0;6562500096.0;50.765;50.0;328124989440.0;2446918912.0;1301571328.0;12393922560.0;4691088896.0;0.373;0.0;2024-03-07 18:46:58
MIRA;6.0;6.0;50.0;0.00827;0.0;-0.17778;0.0;0.0;0.14637002;40.992;none;204470.0;3961449984.0;12.045;7.1;23768698880.0;1563197952.0;8936509440.0;80707018752.0;51469811712.0;0.395;0.0;2024-03-07 18:46:58
MITI;157.0;145.0;635.0;0.23313999;0.0;0.18414;0.0;0.0;1.8575925;84.518;none;202900.0;3540740096.0;274.19;182.38;555896209408.0;156042231808.0;48810471424.0;294051512320.0;10944318464.0;44.071;2.4489795918367343;2024-03-07 18:46:58
MKAP;0.0;150.0;272.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;106809230.0;0.0;236.76471;236.76471;760499994624.0;0.0;0.0;0.0;0.0;0.0;-122.95081967213115;2024-03-07 18:46:58
MKNT;2.0;1.0;50.0;0.02391;0.0;0.0;0.0;0.0;0.0;-3.499;none;5330050.0;5500000256.0;7.625;2.12;11000000512.0;9386580992.0;31394744320.0;1704389902336.0;286822760448.0;1.707;2.0408163265306123;2024-03-07 18:46:58
MKPI;26850.0;25000.0;37000.0;0.45782003;0.4892;0.13426;0.0;0.0;3.830661;7009.234;none;34090.0;948193984.0;28295.875;27410.0;25459007946752.0;1239281434624.0;1297007640576.0;2290980225024.0;294748160000.0;1306.991;15.416666666666666;2024-03-07 18:46:58
MKTR;129.0;111.0;330.0;0.20214;0.276;0.0;0.0;0.0;2.7661629;46.635;none;398570.0;12000100352.0;136.27;135.64;1548013010944.0;266409885696.0;34638987264.0;593523376128.0;686372356096.0;22.201;8.219178082191782;2024-03-07 18:46:58
MLBI;7075.0;6975.0;9450.0;0.39804;0.6;0.96522003;13.299871;531.96;11.933356;592.876;buy;30910.0;2107000064.0;8159.75;7361.5;14907025129472.0;677702008832.0;1127407943680.0;3266218033152.0;384040009728.0;321.643;4.040404040404041;2024-03-07 18:46:58
MLIA;408.0;400.0;560.0;0.18051;0.2984;0.13026;0.0;0.0;0.56986266;715.962;buy;4592030.0;6615000064.0;433.08;424.56;2698920067072.0;499211337728.0;226988900352.0;4794932527104.0;1013411610624.0;75.467;5.0;2024-03-07 18:46:58
MLPL;61.0;56.0;109.0;0.01599;0.0;0.0025099998;0.0;0.0;0.21680178;281.363;none;25090670.0;467942016.0;79.805;67.16;956620275712.0;1825422966784.0;835787030528.0;10873175277568.0;2159602040832.0;117.241;9.433962264150942;2024-03-07 18:46:58
MLPT;1515.0;1450.0;2140.0;0.11184;0.96730006;0.56137;0.0;0.0;4.4739757;338.625;none;8050.0;1875000064.0;1706.0;1589.9;2840625152000.0;617197010944.0;795453030400.0;3274838114304.0;257371996160.0;329.172;9.420289855072463;2024-03-07 18:46:58
MMIX;71.0;53.0;710.0;0.26617;0.0;0.0;0.0;0.0;0.8952664;79.306;none;31802490.0;2400090112.0;187.575;133.86;170406395904.0;17212442624.0;0.0;196991401984.0;50475364352.0;7.172;2.73972602739726;2024-03-07 18:46:58
MMLP;316.0;276.0;490.0;0.71629995;0.0;0.0228;0.0;0.0;0.49428135;639.312;none;306150.0;6889129984.0;367.54;312.04;2176965017600.0;484136779776.0;204317376512.0;367028633600.0;1402548912128.0;70.275;18.69158878504673;2024-03-07 18:46:58
MNCN;320.0;306.0;715.0;0.12358;0.0521;0.06514;3.0487804;104.96;0.2125074;1505.83;buy;76325900.0;13227200512.0;489.6;361.84;4232704163840.0;1676114001920.0;1059539976192.0;7778308980736.0;1534746034176.0;126.718;3.422982885085575;2024-03-07 18:46:58
MOLI;340.0;118.0;515.0;0.080520004;0.0;0.052059997;0.0;0.0;0.80747247;421.067;none;382840.0;2724039936.0;316.69;341.4;926173560832.0;35305021440.0;-25744551936.0;1448790065152.0;523048845312.0;12.961;55.91939546599496;2024-03-07 18:46:58
MORA;466.0;440.0;500.0;0.37833;0.0;0.10406;0.0;0.0;1.7595197;264.845;none;231220.0;23646699520.0;463.63;459.12;11019361452032.0;1524532510720.0;1833281257472.0;4591333670912.0;6644308639744.0;64.471;43.333333333333336;2024-03-07 18:46:58
MPIX;0.0;115.0;416.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;234654560.0;0.0;157.94444;157.94444;207812493312.0;0.0;0.0;0.0;0.0;0.0;-38.205980066445186;2024-03-07 18:46:58
MPMX;1045.0;970.0;1360.0;0.04501;0.9375;0.105229996;8.43354;123.91;0.75928545;1376.294;buy;11447350.0;4366249984.0;1033.375;1044.8;4562731139072.0;2446843969536.0;327349010432.0;14687163908096.0;13159999488.0;560.399;19.23076923076923;2024-03-07 18:46:58
MPOW;59.0;50.0;103.0;-0.34817;0.0;-0.0641;0.0;0.0;0.39261094;150.276;none;14336900.0;816996992.0;66.83;58.16;48202821632.0;5550897152.0;20097679360.0;31878807552.0;59390431232.0;6.794;16.9811320754717;2024-03-07 18:46:58
MPPA;53.0;50.0;122.0;-0.041160002;0.0;-1.35173;14.681441;3.61;2.521888;21.016;buy;24582450.0;12966599680.0;71.63;58.86;687229763584.0;192679002112.0;24205000704.0;7002158792704.0;1526816964608.0;14.86;4.166666666666667;2024-03-07 18:46:58
MPRO;1795.0;1245.0;4750.0;-0.80811995;0.0;-0.02641;0.0;0.0;19.475729;92.166;none;8620.0;9942500352.0;2501.875;2030.3;17846788685824.0;4152152064.0;-39621779456.0;4986754048.0;330315235328.0;0.418;15.691868758915836;2024-03-07 18:46:58
MPXL;162.0;104.0;312.0;0.16315001;0.0;0.13288;0.0;0.0;3.6150224;44.813;none;32924400.0;2000009984.0;177.76;212.46;324001628160.0;2766268928.0;-6304887808.0;128229941248.0;30322681856.0;1.383;27.884615384615383;2024-03-07 18:46:58
MRAT;356.0;320.0;880.0;0.01593;0.0;0.23211999;0.0;0.0;0.3689551;964.887;none;283300.0;428000000.0;484.195;365.12;152368005120.0;124942565376.0;-59383468032.0;289326923776.0;137366740992.0;291.922;6.428571428571429;2024-03-07 18:46:58
MREI;1370.0;1300.0;4920.0;0.022809999;0.1974;0.028250001;0.0;0.0;0.49993595;2740.351;none;8550.0;517792000.0;1972.35;1698.1;709375033344.0;176641327104.0;-10457962496.0;1834779803648.0;0.0;341.144;1.9337016574585635;2024-03-07 18:46:58
MSIE;20.0;16.0;90.0;0.18905;0.0;1.47632;0.0;0.0;0.27080825;73.853;none;5669250.0;1460000000.0;33.904762;23.74;29199998976.0;0.0;892811328.0;3711666688.0;0.0;0.0;5.405405405405405;2024-03-07 18:46:58
MSIN;2920.0;1655.0;4300.0;0.020650001;0.0;0.05387;0.0;0.0;6.1794753;472.532;none;85570.0;12135199744.0;3317.35;2972.6;35434784620544.0;610535997440.0;549984993280.0;2970011041792.0;289998995456.0;50.311;47.82608695652174;2024-03-07 18:46:58
MSJA;318.0;252.0;510.0;0.13084;0.0;0.0;0.0;0.0;0.0;0.0;none;14853680.0;5882350080.0;340.1579;340.1579;1870587363328.0;5017872.0;12505423.0;72551880.0;16511006.0;0.001;25.58139534883721;2024-03-07 18:46:58
MSKY;73.0;68.0;320.0;-0.77761;0.0;-0.18185;0.0;0.0;0.3769707;193.649;none;15044840.0;9971850240.0;148.36;121.96;727945052160.0;7135000064.0;92271001600.0;864812007424.0;215610998784.0;0.716;1.9841269841269842;2024-03-07 18:46:58
MSTI;0.0;1250.0;1690.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;639950.0;0.0;1347.3494;1334.5;4064772096000.0;0.0;0.0;0.0;0.0;0.0;-284.09090909090907;2024-03-07 18:46:58
MTDL;560.0;450.0;610.0;0.04918;0.29;0.20155;8.615385;65.0;1.9946004;280.758;strong_buy;5519320.0;12276899840.0;524.22;538.5;6875064041472.0;1151371968512.0;-500542996480.0;20920980733952.0;820642971648.0;93.784;68.75;2024-03-07 18:46:58
MTEL;635.0;600.0;770.0;0.41686;0.65730006;0.05964;23.132969;27.45;1.5681452;404.937;buy;41514850.0;83552698368.0;680.825;672.9;53055961694208.0;2651409874944.0;5819043676160.0;8395448909824.0;18048027197440.0;32.089;20.58823529411765;2024-03-07 18:46:58
MTFN;50.0;50.0;50.0;-0.08379;0.0;0.0;0.0;0.0;0.0;-1.209;none;0.0;96300000.0;50.0;50.0;1592104976384.0;8531939328.0;-699825664.0;414976376832.0;129752858624.0;0.268;0.0;2024-03-07 18:46:58
MTLA;386.0;342.0;430.0;0.32735002;0.18450001;0.10273;0.0;0.0;0.6342394;608.603;none;37020.0;7655130112.0;389.57;403.36;2954880352256.0;767934005248.0;446663000064.0;1674088022016.0;833917026304.0;100.316;50.0;2024-03-07 18:46:58
MTMH;1365.0;1210.0;1685.0;0.071550004;0.0;0.02335;0.0;0.0;2.491044;547.963;none;10676380.0;2068530048.0;1396.45;1335.0;2823543586816.0;3136637696.0;162843082752.0;902028984320.0;479813140480.0;1.516;32.63157894736842;2024-03-07 18:46:58
MTPS;8.0;7.0;54.0;0.0;0.0;-0.49811;0.0;0.0;0.2942583;27.187;none;244360.0;2084850048.0;38.205;9.34;16678800384.0;2992997888.0;2340981504.0;0.0;58965573632.0;1.436;2.127659574468085;2024-03-07 18:46:58
MTRA;244.0;244.0;244.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;244.0;244.0;187879997440.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
MTSM;120.0;107.0;580.0;-0.33334;0.0;-0.13301;0.0;0.0;0.85888517;139.716;none;62160.0;232848000.0;314.93;172.74;27941761024.0;12090802176.0;0.0;24351330304.0;2952490752.0;51.926;2.7484143763213527;2024-03-07 18:46:58
MTWI;76.0;67.0;142.0;0.07807;0.0;0.06013;0.0;0.0;0.7937171;95.752;none;13324110.0;2924489984.0;81.7;76.2;222261231616.0;404688863232.0;123987484672.0;175042592768.0;113022688.0;138.379;12.0;2024-03-07 18:46:58
MUTU;91.0;66.0;214.0;0.19004999;0.0;0.0;0.0;0.0;1.4353086;63.401;none;31883240.0;3142860032.0;119.952705;94.78;286000250880.0;22556516352.0;62741737472.0;320822476800.0;46278381568.0;7.177;16.89189189189189;2024-03-07 18:46:58
MYOH;1940.0;1360.0;2130.0;0.13258;0.4449;0.10569999;0.0;0.0;28115.943;0.069;none;19390.0;2206309888.0;1677.325;1801.7;4280241094656.0;102975248.0;24127072.0;132493184.0;855238.0;0.047;75.32467532467533;2024-03-07 18:46:58
MYOR;2370.0;2260.0;2900.0;0.17514;0.2713;0.23080999;15.098426;156.97;3.5233986;672.646;buy;7999180.0;22358700032.0;2527.1;2393.6;52990119510016.0;4156738764800.0;5259182211072.0;31485008543744.0;4267410194432.0;185.911;17.1875;2024-03-07 18:46:58
MYRX;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;4335160000512.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
MYTX;51.0;50.0;92.0;-0.1146;0.0;0.0;0.0;0.0;0.0;-45.055;none;28100.0;534667008.0;62.085;54.08;395111268352.0;14878999552.0;238795997184.0;1162415964160.0;2001401937920.0;1.921;2.380952380952381;2024-03-07 18:46:58
NANO;17.0;16.0;27.0;0.12222999;0.0;-0.00179;0.0;0.0;0.44808772;37.939;none;1517290.0;4285210112.0;19.405;17.9;72848572416.0;3514842624.0;-6485933056.0;41768751104.0;11917587456.0;0.82;9.090909090909092;2024-03-07 18:46:58
NASA;17.0;15.0;50.0;0.36251;0.0;0.0039399997;0.0;0.0;0.17365545;97.895;none;41820.0;11004900352.0;21.8;18.02;187083309056.0;72281268224.0;19590443008.0;15868292096.0;0.0;6.568;5.714285714285714;2024-03-07 18:46:58
NASI;74.0;50.0;126.0;0.00643;0.0;0.01258;0.0;0.0;0.995614;74.326;none;19008820.0;807400000.0;77.81;73.78;59747598336.0;8890917888.0;-221644256.0;69596356608.0;8562783232.0;11.012;31.57894736842105;2024-03-07 18:46:58
NATO;180.0;91.0;525.0;0.80549;0.0;0.00135;0.0;0.0;1.7969811;100.168;none;65627570.0;8001110016.0;350.375;191.02;1440199737344.0;140101582848.0;2840036864.0;10335298560.0;0.0;17.51;20.506912442396313;2024-03-07 18:46:58
NAYZ;21.0;14.0;181.0;0.01526;0.0;0.054229997;0.0;0.0;0.7663954;27.401;none;24282010.0;2550010112.0;34.99;19.68;53550211072.0;35425927168.0;-19047436288.0;48756518912.0;5682007040.0;13.893;4.1916167664670665;2024-03-07 18:46:58
NCKL;875.0;750.0;1470.0;0.33156;0.0;0.33722;0.0;0.0;2.4919758;351.127;strong_buy;28393780.0;63098601472.0;964.1;913.0;55211276107776.0;5202635653120.0;6889208283136.0;19509769404416.0;8865123926016.0;82.452;17.36111111111111;2024-03-07 18:46:58
NELY;500.0;292.0;680.0;0.52103;0.0;0.36376;0.0;0.0;1.6456734;303.827;none;1551900.0;2350000128.0;504.775;503.22;1175000055808.0;60110413824.0;276594032640.0;492624216064.0;44633108480.0;25.579;53.608247422680414;2024-03-07 18:46:58
NETV;55.0;50.0;204.0;-0.85746;0.0;0.0;0.0;0.0;0.0;-11.698;none;8046030.0;23453200384.0;98.325;57.14;1289926082560.0;470327104.0;19903578112.0;334393999360.0;1157323554816.0;0.02;3.2467532467532467;2024-03-07 18:46:58
NFCX;2150.0;2110.0;7400.0;0.00414;0.0;-0.12014;0.0;0.0;2.6719658;804.651;none;60680.0;662412032.0;5242.1;3547.8;1424185884672.0;674400239616.0;55351828480.0;10028143607808.0;129300684800.0;1018.097;0.7561436672967864;2024-03-07 18:46:58
NICE;985.0;438.0;1000.0;0.10421;0.0;0.0;0.0;0.0;0.0;0.0;none;78024140.0;6082019840.0;635.9231;635.9231;5990789414912.0;44914257920.0;90080026624.0;818605916160.0;9091744768.0;7.385;97.33096085409252;2024-03-07 18:46:58
NICK;264.0;148.0;302.0;0.91403997;0.0;-0.29849002;0.0;0.0;0.8815692;299.466;none;21340.0;651150016.0;229.6;256.24;171903598592.0;175486255104.0;4134258688.0;-66339950592.0;0.0;269.502;75.32467532467533;2024-03-07 18:46:58
NICL;170.0;145.0;400.0;-0.0417;0.19469999;0.24693;0.0;0.0;2.1981149;77.339;none;18821090.0;10635599872.0;228.545;197.92;1808051994624.0;101928165376.0;-245708455936.0;1119215157248.0;6702131200.0;9.584;9.803921568627452;2024-03-07 18:46:58
NIKL;262.0;246.0;625.0;-0.05178;0.0;-0.054029997;0.0;0.0;11391.305;0.023;none;108760.0;2523350016.0;359.05;283.52;661117730816.0;12297009.0;24802248.0;184796736.0;54466392.0;0.005;4.221635883905013;2024-03-07 18:46:58
NINE;8.0;7.0;44.0;-0.08245;0.0;0.0;0.0;0.0;0.38608176;20.721;none;4033150.0;2156999936.0;15.3;9.04;17255999488.0;2929104640.0;-13102024704.0;23698403328.0;2808697088.0;1.358;2.7027027027027026;2024-03-07 18:46:58
NIPS;282.0;282.0;282.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;282.0;282.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
NIRO;140.0;119.0;150.0;0.13057;0.0;-0.03605;0.0;0.0;1.4505067;96.518;none;243500.0;22198900736.0;140.62;140.0;3107846094848.0;1757928882176.0;353924349952.0;1095506067456.0;3216114712576.0;79.19;67.74193548387098;2024-03-07 18:46:58
NISP;1355.0;730.0;1400.0;0.52511;0.32529998;0.114379995;0.0;0.0;0.8330915;1626.472;none;14656430.0;22945300480.0;1176.675;1254.2;31090882379776.0;30042778238976.0;-3533663109120.0;10473315500032.0;21809550327808.0;1309.322;93.28358208955224;2024-03-07 18:46:58
NOBU;740.0;406.0;935.0;0.22138001;0.0;0.05233;0.0;0.0;1.6800503;440.463;none;3218650.0;7478439936.0;670.77094;811.5;5534045437952.0;7332123115520.0;-1438080040960.0;814760001536.0;4811419811840.0;980.434;63.13799621928166;2024-03-07 18:46:58
NPGF;50.0;50.0;75.0;0.96162003;0.0;-0.01936;0.0;0.0;0.82719827;60.445;none;15390.0;3240240128.0;56.165;50.0;162012004352.0;5170347520.0;15940034560.0;28987043840.0;30855114752.0;1.596;0.0;2024-03-07 18:46:58
NRCA;336.0;294.0;378.0;0.05535;1.1351;0.07591;0.0;0.0;0.6856835;490.022;none;576830.0;2417080064.0;339.47;335.0;812138889216.0;446788272128.0;43066167296.0;2694561923072.0;150713745408.0;184.846;50.0;2024-03-07 18:46:58
NSSS;174.0;114.0;240.0;0.21144;0.0;0.0;0.0;0.0;4.0312304;43.163;none;9177130.0;23788900352.0;188.065;186.0;4139268702208.0;246942236672.0;20945801216.0;1161801367552.0;2114951708672.0;10.381;47.61904761904762;2024-03-07 18:46:58
NTBK;50.0;50.0;93.0;0.044120003;0.0;0.04644;0.0;0.0;1.4276333;35.023;none;35850.0;2700059904.0;60.86;50.0;135002996736.0;31085500416.0;15003704320.0;150657449984.0;6094572544.0;11.512;0.0;2024-03-07 18:46:58
NUSA;50.0;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;50.0;50.0;384999981056.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
NZIA;78.0;63.0;274.0;-0.02865;0.0;-0.00908;0.0;0.0;0.35073677;222.389;none;1844700.0;2197540096.0;118.03;81.86;171408130048.0;41945448448.0;2422816768.0;58307551232.0;84543307776.0;19.087;7.109004739336493;2024-03-07 18:46:58
OASA;119.0;92.0;286.0;0.07035;0.0;0.027420001;0.0;0.0;1.1498917;103.488;none;99292650.0;6347219968.0;157.245;140.06;755319177216.0;47037091840.0;-7921697280.0;70310854656.0;57971683328.0;7.411;13.917525773195877;2024-03-07 18:46:58
OBMD;272.0;140.0;318.0;0.5545;0.0;0.0;0.0;0.0;1.4377766;189.181;none;918850.0;805993024.0;250.815;267.28;219230109696.0;51921334272.0;10410861568.0;149048049664.0;7491594240.0;64.419;74.15730337078652;2024-03-07 18:46:58
OCAP;159.0;159.0;159.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;none;0.0;0.0;159.0;159.0;43438800896.0;0.0;0.0;0.0;0.0;0.0;0.0;2024-03-07 18:46:58
OILS;120.0;105.0;202.0;0.0;0.0;0.0;0.0;0.0;0.5647697;212.476;none;257020.0;454056992.0;144.87;124.84;54486839296.0;8647731200.0;0.0;0.0;79020089344.0;19.048;15.463917525773196;2024-03-07 18:46:58
OKAS;99.0;90.0;212.0;0.13785;0.0;0.55237;0.0;0.0;24749.998;0.004;none;1307810.0;2373449984.0;114.685;103.32;234971545600.0;11470649.0;36242112.0;180895904.0;75473312.0;0.005;7.377049180327869;2024-03-07 18:46:58
OLIV;8.0;6.0;26.0;-0.1698;0.0;-0.03847;0.0;0.0;0.29291153;27.312;none;932800.0;1900070016.0;13.29;8.54;15200560128.0;4336329728.0;20241172.0;43015507968.0;8952087552.0;2.282;10.0;2024-03-07 18:46:58
OMED;200.0;149.0;242.0;0.16582;0.3036;0.0;0.0;0.0;2.5400374;78.739;none;991290.0;27058800640.0;197.385;203.12;5411759980544.0;1065245671424.0;108949626880.0;1737449275392.0;197202870272.0;39.368;54.83870967741935;2024-03-07 18:46:58
OMRE;468.0;450.0;780.0;-1.3145;0.0;-0.042379998;0.0;0.0;0.3783249;1237.032;none;2560.0;2945210112.0;522.34;490.68;1378358394880.0;37591162880.0;-116727062528.0;47188017152.0;59398737920.0;12.763;5.454545454545455;2024-03-07 18:46:58
OPMS;53.0;50.0;79.0;-14.38423;0.0;-0.03806;0.0;0.0;0.47933435;110.57;none;139870.0;801627008.0;52.92;52.24;42486231040.0;8511143936.0;-3122067456.0;7785587200.0;111061104.0;10.617;10.344827586206897;2024-03-07 18:46:58
PACK;37.0;29.0;276.0;0.0971;0.0;0.0;0.0;0.0;1.0613276;34.862;none;344470.0;1537549952.0;105.005;36.66;56889348096.0;6581377536.0;-29661921280.0;48277143552.0;11639481344.0;4.28;3.2388663967611335;2024-03-07 18:46:58
PADA;50.0;50.0;188.0;0.0062300004;0.0;0.0;0.0;0.0;1.1221079;44.559;none;2220.0;3150000128.0;56.725;50.0;157500014592.0;29566898176.0;-60176756736.0;791255515136.0;88192851968.0;9.386;0.0;2024-03-07 18:46:58
PADI;9.0;5.0;50.0;0.57392;0.0;-0.19606;0.0;0.0;0.5696563;15.799;none;186880.0;11307200512.0;11.725;7.8;101764808704.0;125554810880.0;3880912896.0;-3539194880.0;10147557376.0;11.104;8.88888888888889;2024-03-07 18:46:58
PALM;444.0;388.0;690.0;1.01903;0.0;-0.36911;0.0;0.0;0.82317954;539.372;none;403830.0;7078620160.0;528.27;506.9;3142907330560.0;145779490816.0;-2915191750656.0;-1597114286080.0;2642856902656.0;20.594;18.543046357615893;2024-03-07 18:46:58
PAMG;74.0;51.0;120.0;0.2197;0.0;-0.00601;0.0;0.0;0.54859513;134.89;none;19523330.0;3124999936.0;70.33;74.34;231250001920.0;620934784.0;-874510208.0;52517322752.0;110875205632.0;0.199;33.333333333333336;2024-03-07 18:46:58
PANI;5225.0;1100.0;6150.0;0.05396;0.0;0.05862;0.0;0.0;6.313314;827.616;none;5571450.0;15627200512.0;3708.725;4963.2;81652126580736.0;1069812154368.0;-937792897024.0;2158892548096.0;820866121728.0;68.459;81.68316831683168;2024-03-07 18:46:58
PANR;456.0;386.0;839.7345;0.03986;0.0;0.24008;0.0;0.0;1.1007739;414.254;none;922230.0;1387500032.0;656.0026;470.73938;632700010496.0;162483355648.0;254938562560.0;2715551531008.0;556737298432.0;135.403;15.427524246007302;2024-03-07 18:46:58
PANS;1605.0;1515.0;2040.0;0.25821;1.3636999;0.08717;0.0;0.0;0.7495926;2141.163;none;55550.0;711428992.0;1698.45;1647.2;1141843558400.0;1307041726464.0;110196121600.0;391676887040.0;118381568000.0;1837.207;17.142857142857142;2024-03-07 18:46:58
PBID;1400.0;1285.0;1650.0;0.10531;0.5533;0.14007;0.0;0.0;1.0460228;1338.403;none;62270.0;1875000064.0;1437.875;1383.6;2625000177664.0;362670653440.0;531617021952.0;4717538705408.0;119886086144.0;193.424;31.506849315068493;2024-03-07 18:46:58
PBRX;50.0;50.0;58.0;0.02777;0.0;-0.02984;0.0;0.0;3124.9998;0.016;none;13740.0;21482000384.0;50.0;50.0;1074100043776.0;32678264.0;-23893564.0;619670720.0;331114144.0;0.002;0.0;2024-03-07 18:46:58
PBSA;294.0;280.0;378.0;0.17157;1.1923001;0.16718;0.0;0.0;1.4865302;197.776;none;754450.0;3000000000.0;327.18;301.04;882000003072.0;208360570880.0;191499419648.0;476810084352.0;3545069568.0;69.454;14.285714285714286;2024-03-07 18:46:58
PCAR;50.0;50.0;109.0;0.0037099998;0.0;0.1062;0.0;0.0;0.8408873;59.461;none;18330.0;1166669952.0;54.09;50.0;58333499392.0;22640240640.0;25150511104.0;251305066496.0;28279357440.0;19.406;0.0;2024-03-07 18:46:58
PDES;216.0;198.0;515.0;0.094639994;0.0;0.72753996;0.0;0.0;2.5382798;85.097;none;101460.0;715000000.0;259.66;218.84;154440007680.0;36165005312.0;36552515584.0;339503874048.0;168212152320.0;50.58;5.678233438485805;2024-03-07 18:46:58
PDPP;424.0;162.40602;438.0;0.106429994;0.0;0.0;0.0;0.0;3.4609137;122.511;none;2336570.0;3061339904.0;294.04324;404.24;1298008113152.0;55275479040.0;25507221504.0;400579756032.0;96829431808.0;18.056;94.92006320312223;2024-03-07 18:46:58
PEGE;135.0;125.0;755.0;1.8949699;0.0;-0.25632998;0.0;0.0;1.5487335;87.168;none;105370.0;2833420032.0;248.61;157.98;382511710208.0;201677275136.0;-18793089024.0;-61774090240.0;0.0;71.178;1.5873015873015874;2024-03-07 18:46:58
PEHA;515.0;505.0;1000.0;-0.06205;0.461;-0.0057300003;0.0;0.0;0.59197104;869.975;none;174270.0;840000000.0;626.25;558.8;432599990272.0;43732090880.0;169829597184.0;1071955378176.0;850305155072.0;52.062;2.0202020202020203;2024-03-07 18:46:58
PEVE;182.0;135.0;212.0;0.02138;0.0;0.0;0.0;0.0;1.453767;125.192;none;1144130.0;1765619968.0;163.21;173.28;321342832640.0;8039262720.0;-118005547008.0;2383837659136.0;74586914816.0;4.553;61.03896103896104;2024-03-07 18:46:58
