kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;m;cash;opcash;ph;ut;tcs
SATU;145.0;50.0;150.0;0.124139994;0.0;-0.112670004;0;0.0;3.4649208;41.848;none;78838390.0;84.72;5418470912.0;15774784512.0;32548868096.0;147117867008.0;3.941
SBAT;2.0;2.0;50.0;-0.98550004;0.0;-0.39722002;0;0.0;0.06443714;31.038;none;10952040.0;36.48;1666417024.0;-9499141120.0;35113271296.0;338000707584.0;0.351
SBMA;157.0;129.0;193.0;0.20786;0.0;0.00827;0;0.0;0.6785316;231.382;none;238140.0;156.605;7634118656.0;37686689792.0;112283246592.0;39012253696.0;8.209
SCCO;9775.0;8000.0;11700.0;0.050630003;0.1524;0.04325;0;0.0;0.40935674;23878.928;none;27220.0;9110.875;999598129152.0;320471105536.0;5652645675008.0;0.0;4862.251
SCMA;160.0;132.0;220.0;0.11392;1.6291001;0.00475;12.374323;12.93;1.3717539;116.639;buy;39973470.0;154.675;2364781363200.0;902349324288.0;6971105214464.0;13886926848.0;37.413
SCNP;113.0;102.0;250.0;0.00441;0.0;-0.054380003;0;0.0;0.8858854;127.556;none;61020.0;208.915;57114144768.0;60764192768.0;671873171456.0;0.0;22.846
SCPI;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
SDMU;50.0;50.0;67.0;0.2936;0.0;0.50870997;0;0.0;15.777848;3.169;none;21380.0;50.135;3655183104.0;-4800476160.0;85080735744.0;142569422848.0;3.22
SDPC;144.0;128.0;282.0;0.02377;0.0932;0.10034;0;0.0;0.6392102;225.278;none;204270.0;153.68;16857973760.0;-156868624384.0;3247238021120.0;748523618304.0;13.232
SDRA;560.0;535.0;700.0;0.57238996;0.2762;0.06908;0;0.0;0.46706638;1198.973;none;96970.0;590.35;3000528011264.0;-3030476128256.0;1761291010048.0;12078925479936.0;350.192
SEMA;140.0;68.0;152.0;0.053039998;0.0;0.09187;0;0.0;1.341433;104.366;none;2398570.0;100.23;4493089280.0;-10805345280.0;187119403008.0;52752498688.0;3.335
SFAN;1855.0;1680.0;2290.0;-1.06609;0.0;-0.04045;0;0.0;14.984693;123.793;none;149290.0;1888.6;126929108992.0;48185032704.0;30613774336.0;3933649664.0;93.335
SGER;2290.0;338.82352;2790.0;0.00234;0.5087;0.40146;0;0.0;7.555412;303.094;none;7826470.0;1558.3673;395044323328.0;445948133376.0;12489197617152.0;440416862208.0;90.516
SGRO;1995.0;1950.0;2270.0;0.19808;0.541;0.11974;12.375162;161.21;0.7028962;2838.257;none;20530.0;2022.85;408152997888.0;1658314948608.0;5923125854208.0;3058885984256.0;224.43
SHID;1110.0;625.0;3620.0;0.029289998;0.0;-0.015240001;0;0.0;1.6211928;684.681;none;205830.0;2149.8;4366334464.0;31167721472.0;122027163648.0;451945988096.0;3.901
SHIP;1100.0;980.0;1510.0;0.35446998;0.1408;0.15816;0;0.0;22000.0;0.05;none;2730.0;1194.075;20181352.0;57987384.0;152896480.0;230648512.0;0.007
SICO;100.0;84.0;182.0;0.08595;0.0;0.10465;0;0.0;0.8052243;124.189;none;946880.0;119.64;38014152704.0;15033053184.0;96606887936.0;15128444928.0;41.772
SIDO;610.0;478.0;900.0;0.38436002;1.1234;0.27589;16.804407;36.3;5.404735;112.864;buy;51375490.0;600.53;830127996928.0;1055393972224.0;3565929889792.0;9390999552.0;27.671
SILO;2300.0;1280.0;2740.0;0.17273001;0.1929;0.15704;24.525486;93.78;3.9431295;583.293;buy;1977700.0;2112.925;1016861032448.0;1889954037760.0;10832121430016.0;867575988224.0;78.409
SIMA;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
SIMP;370.0;354.0;452.0;0.2079;0.3125;0.04322;7.613169;48.6;0.3308265;1118.411;none;1184800.0;388.99;5161182822400.0;3829753970688.0;16002643394560.0;8557299761152.0;332.951
SINI;850.0;565.0;2240.0;0.056760002;0.0;0.0;0;0.0;0.0;-1414.932;none;8740.0;1158.45;20855922688.0;49791574016.0;322368929792.0;1006094123008.0;43.36
SIPD;970.0;805.0;1395.0;0.012150001;0.0;-0.13069001;0;0.0;1.4751102;657.578;none;850.0;1019.475;676843028480.0;345387991040.0;6205398843392.0;922693992448.0;368.029
SKBM;276.0;248.0;525.0;0.01344;0.4748;0.03376;0;0.0;0.48175862;572.901;none;2300.0;303.94;311177117696.0;117390221312.0;3176732033024.0;583864025088.0;179.86
SKLT;200.0;178.0;682.5;0.05143;0.2048;0.13898;0;0.0;1.9928854;100.357;none;52000.0;305.78;79362031616.0;40559591424.0;1764024778752.0;144408559616.0;12.766
SKRN;540.0;456.0;835.0;0.14507;0.4607;0.20431;0;0.0;4.108182;131.445;none;7841520.0;581.875;234055450624.0;126382186496.0;943809691648.0;754498011136.0;32.882
SKYB;51.0;50.0;52.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;51.0;0.0;0.0;0.0;0.0;0.0
SLIS;51.0;50.0;209.3787;0.07195;0.0;0.11703;0;0.0;0.37131688;137.349;none;9062640.0;105.01615;3909511936.0;-18795667456.0;454513786880.0;103327252480.0;1.587
SMAR;3820.0;3700.0;5750.0;0.03379;0.4363;0.13574;0;0.0;0.5883703;6492.51;none;10840.0;4240.05;1958720045056.0;5723320745984.0;66917926699008.0;15874337538048.0;681.96
SMBR;232.0;224.0;402.0;0.115839995;0.1736;0.03184;0;0.0;0.73811775;314.313;none;1062180.0;321.88;81433026560.0;356870651904.0;2011525677056.0;925633544192.0;8.199
SMCB;1275.0;1155.0;2000.0;0.13732;0.3172;0.06732;-54.83871;-23.25;0.9455581;1348.41;none;71960.0;1462.775;371694993408.0;1915358937088.0;12135415414784.0;2785113014272.0;41.211
SMDM;180.0;166.0;222.0;0.29;0.0;0.03395;0;0.0;0.4035223;446.072;none;295630.0;184.41;320059179008.0;2906272768.0;470833594368.0;83520274432.0;67.068
SMDR;304.0;280.0;420.0;0.09082;0.2958;0.24951;0;0.0;10482.759;0.029;none;11768910.0;342.55;381530912.0;326900096.0;872443328.0;387134208.0;0.023
SMGA;0.0;61.0;170.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;181613650.0;99.304344;0.0;0.0;0.0;0.0;0.0
SMGR;5950.0;5625.0;7250.0;0.14502;0.6663;0.057210002;12.623049;471.36;0.94076157;6324.663;buy;8357660.0;6405.875;5929647996928.0;6133643739136.0;37439154421760.0;16797655891968.0;878.266
SMIL;170.0;97.0;230.0;0.14526;0.0;0.0;0;0.0;2.262594;75.135;none;143645100.0;138.22;42792046592.0;186757611520.0;330521444352.0;126867324928.0;4.891
SMKL;195.0;188.0;456.0;0.0387;0.0;0.011729999;0;0.0;0.71692497;271.995;none;53390.0;238.285;7447855616.0;242088886272.0;1849107283968.0;711297007616.0;2.179
SMKM;51.0;48.0;1025.0;0.1292;0.0;0.04644;0;0.0;0.31582272;161.483;none;1755080.0;102.68;115871309824.0;91339563008.0;149678063616.0;223900000.0;92.475
SMLE;206.0;96.0;316.0;0.05796;0.0;0.0;0;0.0;0.0;0.0;none;245138890.0;172.91891;1273797760.0;-1272338432.0;174755594240.0;23869423616.0;1.368
SMMA;14525.0;10975.0;22200.0;0.19971001;0.0;0.054369997;0;0.0;4.0370245;3597.947;none;35040.0;13807.375;70144168558592.0;-2046643011584.0;25894282330112.0;10640672423936.0;11015.682
SMMT;820.0;615.0;1305.0;0.062030002;1.4175;0.28184998;0;0.0;3.4667907;236.53;none;176950.0;1035.15;43886755840.0;155992064000.0;1016267079680.0;0.0;13.933
SMRA;540.0;498.0;740.0;0.30125;0.1193;0.108660005;8.07537;66.87;0.9148991;590.229;buy;30060940.0;611.75;3168605831168.0;1678831648768.0;6588448899072.0;6487874732032.0;191.937
SMRU;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
SMSM;1980.0;1420.0;2520.0;0.25152;0.6369;0.2947;11.611541;170.52;3.6301832;545.427;none;2849940.0;1993.975;1065597009920.0;1056164020224.0;5008542138368.0;310080012288.0;185.042
SNLK;520.0;462.0;1245.0;0.017549999;0.0;-0.01731;0;0.0;1.5996653;325.068;none;3929370.0;761.17;17125134336.0;6068527104.0;45158981632.0;31067101184.0;38.056
SOCI;164.0;157.0;254.0;0.13791999;0.0;0.01593;0;0.0;3037.0369;0.054;none;1718120.0;187.32;26821184.0;46618916.0;164604800.0;213036224.0;0.004
SOFA;15.0;14.0;24.0;0.028570002;0.0;0.07727;0;0.0;0.55049914;27.248;none;207640.0;19.045;4727407616.0;11290545152.0;49715617792.0;722065472.0;2.859
SOHO;500.0;458.0;600.0;0.06426;0.89059997;0.13457;0;0.0;0.2554337;1957.455;none;9990.0;506.3925;427941003264.0;47300001792.0;7913484058624.0;18034999296.0;329.049
SONA;680.0;605.0;1655.0;0.072340004;0.0;0.00504;0;0.0;0.76249856;891.805;none;18230.0;1264.35;524443418624.0;194336276480.0;652619022336.0;185564741632.0;791.732
SOSS;464.0;366.0;590.0;0.01732;0.0;0.16194001;0;0.0;1.4156009;327.776;none;7860.0;516.95;57331212288.0;-10490938368.0;1703810564096.0;114164580352.0;74.71
SOTS;199.0;82.0;510.0;-0.16341;0.0;-0.05468;0;0.0;0.9082155;219.111;none;271300.0;270.925;11253749760.0;-10056897536.0;22514272256.0;165545246720.0;11.254
SOUL;23.0;18.0;37.0;-0.24664;0.0;-0.025120001;0;0.0;0.5914421;38.888;none;16683600.0;24.125;10235517952.0;0.0;4377938432.0;0.0;9.455
SPMA;350.0;328.0;515.0;0.09122;0.0;0.10731;0;0.0;0.4824106;725.523;none;105190.0;403.22;335570894848.0;700593930240.0;2732349980672.0;760817713152.0;106.392
SPTO;545.0;535.0;615.0;0.119490005;0.5957;0.111870006;7.023196;77.6;1.000637;544.653;none;681250.0;569.075;189087694848.0;248196464640.0;2547937443840.0;336316792832.0;70.032
SQMI;52.0;50.0;75.0;-4.25927;0.0;-0.17207001;0;0.0;5.3741217;9.676;none;3651310.0;53.795;2604926464.0;-20011020288.0;4386895872.0;249678757888.0;0.168
SRAJ;1020.0;202.0;1020.0;0.06;0.0;-0.025309999;0;0.0;6.601343;154.514;none;756870.0;543.615;593517019136.0;82888818688.0;2348852707328.0;3193805996032.0;49.456
SRIL;146.0;145.0;155.0;-0.55922;0.0164;0.0;0;0.0;0.0;-0.044;none;0.0;146.0;7613776.0;495832.0;298896896.0;1359115008.0;0.0
SRSN;61.0;50.0;81.0;0.13084;0.0791;0.11599;0;0.0;0.52480793;116.233;none;1310810.0;58.015;19023548416.0;16313633792.0;1044486684672.0;219119190016.0;3.16
SRTG;1580.0;1405.0;2250.0;0.97142;0.1775;-0.23743;9.557222;165.32;0.44340137;3563.363;strong_buy;9448580.0;1621.425;576597000192.0;1441701953536.0;-13790889377792.0;734227005440.0;42.595
SSIA;555.0;322.0;600.0;0.10453;0.0;0.03134;16.838593;32.96;0.661546;838.944;strong_buy;29517490.0;427.96;783777988608.0;47989727232.0;4166336380928.0;2424019877888.0;172.314
SSMS;1100.0;935.0;1820.0;0.29114;1.7811999;0.12246;20.0;55.0;1.6889092;651.308;strong_buy;8311030.0;1164.7;201751691264.0;1624738365440.0;6574466138112.0;5186459795456.0;21.181
SSTM;0.0;0.0;665.0;-0.00214;0.0;-0.03891;0;0.0;0.0;205.091;none;0.0;526.12;3390637568.0;1601243648.0;247459512320.0;0.0;2.896
STAA;810.0;795.0;1050.0;0.28713;0.6866;0.18675;0;0.0;2.0658312;392.094;buy;4659970.0;862.5;1057049018368.0;792980029440.0;5486235090944.0;1457720000512.0;96.947
STAR;83.0;79.0;167.0;-0.34713;0.0;0.0064999997;0;0.0;0.7796136;106.463;none;43070.0;118.09;510595825664.0;4133985024.0;4771996160.0;857282112.0;106.374
STRK;50.0;50.0;462.0;1.86824;0.0;0.0;0;0.0;0.12020011;415.973;none;7499020.0;127.21359;16254377984.0;-1743509760.0;37966016512.0;4307028480.0;141.96
STTP;10800.0;6975.0;16900.0;0.2224;0.0;0.21402;0;0.0;3.0836465;3502.347;none;640.0;10051.5;2263219175424.0;947111133184.0;4979380715520.0;13079872512.0;1727.648
SUGI;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
SULI;130.0;92.0;220.0;-0.36852002;0.0;16.21426;0;0.0;26000.0;0.005;none;772710.0;136.485;1384968.0;2354839.0;39389172.0;9588707.0;0.0
SUNI;340.0;260.0;530.0;0.18476;0.0;0.18489;0;0.0;1.5388445;220.945;none;83740.0;359.935;147741376512.0;-82427715584.0;642802581504.0;95435071488.0;59.097
SUPR;39900.0;33900.0;39900.0;0.71118;0.0;0.19840999;97.324196;409.97;8.4947605;4697.013;none;0.0;36510.5;2248999936.0;1602196996096.0;1883834023936.0;2832810901504.0;1.977
SURE;1460.0;1100.0;1760.0;-0.3402;0.0;-0.30188;0;0.0;0.0;-70.238;none;69360.0;1416.9;16444055552.0;-61722734592.0;324587126784.0;421177524224.0;10.98
SURI;0.0;135.0;750.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;46495470.0;329.83606;0.0;0.0;0.0;0.0;0.0
SWAT;50.0;50.0;68.0;-0.02131;0.0;-0.27591;0;0.0;0.7014098;71.285;none;330020.0;50.785;44169302016.0;32771807232.0;292918132736.0;395084300288.0;14.629
SWID;75.0;65.0;109.0;0.37749;0.0;0.14851;0;0.0;1.7942584;41.8;none;386690.0;78.215;45351202816.0;-8135114240.0;138625040384.0;57684045824.0;8.422
TALF;318.0;264.0;476.0;0.04024;0.0;0.03475;0;0.0;0.37188935;855.093;none;1550.0;322.31;37111320576.0;72245125120.0;1287463632896.0;319378358272.0;27.42
TAMA;13.0;13.0;50.0;0.2832;0.0;-0.09873;0;0.0;0.27648985;47.018;none;17730.0;29.01;133516376.0;-17146254336.0;18819141632.0;138564534272.0;0.111
TAMU;7.0;5.0;50.0;0.072620004;0.0;-0.085930005;0;0.0;6999.9995;0.001;none;0.0;12.055;3900602.0;4273119.0;11553157.0;24544544.0;0.0
TAPG;565.0;505.0;665.0;0.25087;0.4318;0.17616;0;0.0;1.0816253;522.362;strong_buy;4534220.0;555.6;815258992640.0;1577250062336.0;8637857136640.0;1499155005440.0;41.066
TARA;8.0;7.0;50.0;-0.65699995;0.0;-0.0028799998;0;0.0;0.07683442;104.12;none;317190.0;13.41;14934467584.0;-2009389440.0;2795453696.0;0.0;1.483
TAXI;50.0;50.0;50.0;-1.07378;0.0;-0.07096;0;0.0;8.602891;5.812;none;80.0;50.0;7191865856.0;-3160825088.0;4839838208.0;0.0;0.703
TAYS;101.0;62.0;260.0;-0.046690002;0.0;-0.00392;0;0.0;0.7965425;126.798;none;4342330.0;115.275;558075072.0;11099185152.0;284976742400.0;185973161984.0;0.508
TBIG;1870.0;1780.0;2300.0;0.63907003;0.5201;0.13045;26.918093;69.47;3.97545;470.387;hold;2016500.0;2023.85;801649000448.0;4668387229696.0;6555233157120.0;29482972872704.0;35.414
TBLA;665.0;600.0;900.0;0.107200004;0.48759997;0.097720005;5.068598;131.2;0.5280607;1259.325;hold;860430.0;749.3;148003995648.0;-1179401060352.0;16655272902656.0;12205649035264.0;24.563
TBMS;905.0;720.0;1745.0;0.01413;0.0;0.065120004;0;0.0;10523.256;0.086;none;68500.0;966.125;16317990.0;-22315440.0;704468864.0;45720752.0;0.022
TCID;2800.0;2600.0;3500.0;-0.02037;0.9297;-0.008090001;0;0.0;0.6096118;4593.087;none;8310.0;2917.625;735730008064.0;187921055744.0;1981167697920.0;17287436288.0;1829.567
TCPI;7350.0;5875.0;9800.0;0.12724;0.2917;0.07644;0;0.0;23.51541;312.561;none;10608740.0;7883.75;99785998336.0;582224969728.0;1760015941632.0;1128187035648.0;19.957
TDPM;119.0;118.0;121.0;-3.8438;0.0;-1.12165;0;0.0;59499.996;0.002;none;0.0;119.0;1588313.0;11593887.0;63482304.0;100584976.0;0.0
TEBE;765.0;715.0;980.0;0.45379;0.688;0.32663;0;0.0;0.9249363;827.084;none;120130.0;792.475;387673128960.0;382054858752.0;684648628224.0;36450000896.0;301.691
TECH;50.0;50.0;685.0;-3.81364;0.0;0.01683;0;0.0;0.9448581;52.918;none;0.0;50.15;38821486592.0;-169615472.0;15009936384.0;0.0;30.901
TELE;50.0;50.0;50.0;0.00202;0.0;0.0;0;0.0;0.0;-632.584;none;5870.0;50.0;4554999808.0;9674999808.0;3105923006464.0;4075618041856.0;0.623
TFAS;482.0;468.0;5350.0;0.01717;0.0;0.00501;0;0.0;4.3108463;111.811;none;212650.0;1550.6;2911081984.0;-21942247424.0;664458035200.0;61598834688.0;1.757
TFCO;665.0;595.0;680.0;-0.0117999995;0.0;-0.00287;0;0.0;10390.624;0.064;none;10.0;665.7;33985756.0;13651565.0;196801584.0;1104274.0;0.007
TGKA;6575.0;6150.0;8000.0;0.03548;0.5945;0.24761;0;0.0;2.9899914;2199.003;none;490.0;6685.25;1109783871488.0;1147065991168.0;14105083641856.0;140346015744.0;1208.232
TGRA;50.0;50.0;72.0;0.03964;0.0;0.01979;0;0.0;0.43310666;115.445;none;1530950.0;50.01;70559776.0;18308864000.0;14732635136.0;78009180160.0;0.026
TGUK;93.0;73.0;242.0;0.0494;0.0;0.0;0;0.0;1.8922824;49.147;none;6584530.0;106.10651;11788868608.0;-27291979776.0;132421009408.0;6186901504.0;3.301
TIFA;580.0;370.0;650.0;0.58889;0.0;0.048;0;0.0;1.8159673;319.389;none;60.0;516.97;153873514496.0;-267229544448.0;122046742528.0;529387225088.0;43.318
TINS;565.0;520.0;1175.0;-0.02471;0.9276;-0.0279;-122.82609;-4.6;0.63368016;891.617;strong_buy;4206020.0;765.65;900102029312.0;642662006784.0;8699920777216.0;3095428071424.0;120.856
TIRA;402.0;171.0;500.0;0.03904;0.0;0.01743;0;0.0;1.3780999;291.706;none;14740.0;368.65;8225952768.0;5097328128.0;275907510272.0;91416076288.0;13.99
TIRT;50.0;50.0;53.0;-349.7681;0.0;0.0;0;0.0;0.0;-614.705;none;300.0;50.0;840108800.0;-14709872640.0;94675704.0;835794370560.0;0.83
TKIM;6650.0;5600.0;10375.0;0.04839;0.020599999;0.11350001;0;0.0;8819.629;0.754;none;2554360.0;7220.25;428620992.0;248095008.0;1070840000.0;979222976.0;0.138
TLDN;462.0;376.0;540.0;0.28;0.6887;0.11356;0;0.0;2.6709216;172.974;none;80830.0;456.77;506251051008.0;1347850469376.0;4030929567744.0;1617093066752.0;39.103
TLKM;3900.0;3390.0;4500.0;0.33043;0.7019;0.20517999;13.61019;286.55;2.9561086;1319.302;buy;106592820.0;3854.55;27453001039872.0;65265001824256.0;149669996920832.0;68999001931776.0;277.129
TMAS;160.0;43.3;318.0;0.23758;0.5248;0.43243;0;0.0;3.8459687;41.602;none;8606230.0;199.325;845508968448.0;1415212957696.0;4427773116416.0;1250279030784.0;14.868
TMPO;79.0;73.0;116.0;0.04724;0.0;-0.00627;0;0.0;0.45076403;175.258;none;70390.0;91.95;4302824960.0;-19808030720.0;204362874880.0;72705826816.0;4.066
TNCA;202.0;138.0;400.0;0.03897;0.0;0.043530002;0;0.0;1.7128805;117.93;none;2324690.0;230.335;1192641920.0;-2348941312.0;76335521792.0;488161600.0;2.829
TOBA;290.0;216.0;535.0;-0.00897;0.6508;0.06921;0;0.0;6904.762;0.042;none;24252620.0;318.13;73416712.0;74380728.0;537027584.0;406803776.0;0.009
TOOL;60.0;50.0;85.0;0.28257;0.0;0.12630999;0;0.0;0.6810211;88.103;none;892120.0;60.9;3194115584.0;28528250880.0;124545515520.0;25084547072.0;1.558
TOPS;5.0;4.0;50.0;-0.06369;0.0;-0.19296;0;0.0;0.23808391;21.001;none;1301640.0;37.05;3837888512.0;-2149787904.0;475528069120.0;887735058432.0;0.115
TOSK;0.0;71.0;168.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;117951950.0;92.64706;0.0;0.0;0.0;0.0;0.0
TOTL;400.0;300.0;470.0;-0.01625;2.5202;0.12185001;5.492996;72.82;1.3483813;296.652;none;4057270.0;371.06;962631761920.0;182331129856.0;2611815383040.0;4211684096.0;282.375
TOTO;228.0;222.0;272.0;0.124110006;0.7622;0.1185;17.952757;12.7;0.98740196;230.909;none;289020.0;233.34;236999098368.0;210198708224.0;2070569549824.0;237882507264.0;22.965
TOWR;875.0;820.0;1130.0;0.65838;0.35970002;0.22562;12.329153;70.97;2.729845;320.531;buy;39671950.0;977.5;429175013376.0;7958763143168.0;11647928238080.0;45344398245888.0;8.618
TOYS;50.0;50.0;66.0;-0.81063;0.0;-0.03856;0;0.0;0.28811637;173.541;none;470.0;50.66;1241088128.0;1157978368.0;97991368704.0;99931471872.0;0.865
TPIA;5225.0;1995.0;6125.0;-0.030450001;0.12529999;-0.020510001;Infinity;0.0;163281.25;0.032;underperform;16729960.0;3167.4;1424536960.0;4251000.0;2099404032.0;1781520000.0;0.016
TPMA;665.0;374.0;790.0;0.30677998;0.58849996;0.20337;0;0.0;19000.0;0.035;none;3423990.0;606.295;22127564.0;30999866.0;65209836.0;15696306.0;0.008
TRAM;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
TRGU;218.0;163.0;230.0;0.035269998;0.2718;-0.01747;0;0.0;1.6960624;128.533;none;681960.0;202.245;480121216.0;-170865557504.0;4992928841728.0;1788162998272.0;0.06
TRIL;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
TRIM;258.0;181.0;302.0;0.24775;0.0;0.08695;0;0.0;1.5904818;162.215;none;1206720.0;249.215;1539612606464.0;-201352445952.0;581447778304.0;709201952768.0;216.563
TRIN;133.0;110.0;314.0;-4735.8677;0.0;-0.06303;0;0.0;0.8328845;159.686;none;916850.0;164.8;21923901440.0;-268868059136.0;213998780416.0;1075983024128.0;5.037
TRIO;426.0;426.0;426.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;426.0;0.0;0.0;0.0;0.0;0.0
TRIS;176.0;176.0;334.0;0.042140003;0.0;0.09385;0;0.0;1.1725672;150.098;none;330670.0;224.905;121353183232.0;152420941824.0;1498837811200.0;241071243264.0;38.983
TRJA;189.0;175.0;410.0;0.1377;0.0;0.094610006;0;0.0;0.7616607;248.142;none;2242010.0;271.41;7735078400.0;96547332096.0;584800534528.0;571833057280.0;5.122
TRON;270.0;190.0;482.0;-0.10773;0.0;0.0;0;0.0;3.7906976;71.227;none;12597590.0;278.88;4887705600.0;-28622995456.0;188965896192.0;29557368832.0;1.657
TRST;470.0;430.0;700.0;-0.03299;0.0;-0.0369;0;0.0;0.5212839;901.62;none;18610.0;569.105;47789998080.0;404230995968.0;2980016029696.0;1901297008640.0;17.019
TRUE;50.0;50.0;54.0;-0.13557;0.0;-0.08282;0;0.0;1.1683608;42.795;none;4500.0;50.0;11719178240.0;19580991488.0;122006257664.0;322438791168.0;1.548
TRUK;92.0;70.0;117.0;-0.0002;0.0;-0.06414;0;0.0;0.76033056;121.0;none;2017490.0;86.64;1291110784.0;4546307584.0;43652141056.0;7297798144.0;2.968
TRUS;420.0;310.0;486.0;0.64285004;0.0;0.0725;0;0.0;0.9078392;462.637;none;6810.0;403.57;39813197824.0;-19162234880.0;52944064512.0;36129996800.0;49.766
TSPC;1950.0;1340.0;2200.0;0.123900004;0.3994;0.1928;0;0.0;1.1418052;1707.822;none;1841840.0;1806.625;3718514999296.0;895393333248.0;12930978414592.0;1079813210112.0;824.529
TUGU;1130.0;935.0;1480.0;0.19278;0.1387;0.12638;0;0.0;0.4258162;2653.727;none;2297250.0;1189.65;6596351492096.0;2423275388928.0;3305011937280.0;233217474560.0;1855.213
TYRE;118.0;90.0;236.0;0.08861;0.0;0.11968;0;0.0;1.4074764;83.838;none;642610.0;120.365;55796617216.0;38911201280.0;522735681536.0;106761183232.0;16.043
UANG;535.0;270.0;930.0;0.09417;0.0;1.19975;0;0.0;2.2799041;234.659;none;134880.0;548.935;64952102912.0;-15602915328.0;517875335168.0;370821693440.0;53.679
UCID;945.0;910.0;1320.0;0.07849;0.1846;0.08101;0;0.0;0.70387393;1342.57;buy;1560080.0;1118.425;1852974039040.0;920205983744.0;10245160042496.0;314866991104.0;447.22
UDNG;0.0;49.0;125.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;47948740.0;92.14773;0.0;0.0;0.0;0.0;0.0
UFOE;210.0;170.0;266.0;0.01741;0.0;0.06959;0;0.0;2.312368;90.816;none;1236810.0;205.39;7076192256.0;2885031424.0;870529892352.0;117090295808.0;3.093
ULTJ;1715.0;1350.0;2130.0;0.19843;0.2941;0.17781;14.432383;118.83;2.8024387;611.967;buy;3496810.0;1737.725;2347505025024.0;830273028096.0;8096457949184.0;608147996672.0;225.761
UNIC;8025.0;7650.0;9650.0;0.09527001;0.4893;0.065749995;0;0.0;11366.856;0.706;none;540.0;8262.0;81914136.0;10615210.0;355731040.0;6628191.0;0.214
UNIQ;316.0;54.0;332.0;0.19094;0.0;0.10868;0;0.0;2.6198413;120.618;none;15843990.0;182.765;4239245312.0;83362054144.0;542106124288.0;282597392384.0;1.351
UNIT;316.0;300.0;338.0;0.24747999;0.0;0.00093999994;0;0.0;0.17648742;1790.496;none;0.0;316.0;1170786048.0;34581721088.0;108065374208.0;113763737600.0;15.523
UNSP;109.0;96.0;131.0;0.07328;0.0;0.0;0;0.0;0.0;-2133.182;none;974010.0;110.955;249164005376.0;213499002880.0;3890743869440.0;6562285879296.0;99.659
UNTD;0.0;167.0;280.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;37325620.0;187.76471;0.0;0.0;0.0;0.0;0.0
UNTR;24325.0;20925.0;31700.0;0.26386;1.2134;0.25503;6.015307;4043.85;1.11474;21821.232;buy;3865840.0;24443.25;18596608606208.0;26346847731712.0;128583267778560.0;18874776944640.0;5120.481
UNVR;2690.0;2570.0;4630.0;0.10170999;1.0634999;1.30133;18.659822;144.16;30.350899;88.63;underperform;21391580.0;3682.15;1020598026240.0;7118087782400.0;38611399475200.0;750782971904.0;26.752
URBN;130.0;105.0;224.0;-1.86127;0.0;-0.0318;0;0.0;0.40647104;319.826;none;81120.0;134.59;28196122624.0;-291559014400.0;34318628864.0;798198398976.0;9.038
UVCR;106.0;64.0;191.0;0.02084;0.0;0.1873;0;0.0;2.2058976;48.053;none;2267150.0;129.495;11546199040.0;8568292864.0;1028872798208.0;4106700544.0;5.773
VAST;67.0;52.0;126.0;0.64499;0.0;0.045100003;0;0.0;0.74511504;89.919;none;8448120.0;66.455;10117408768.0;6055560704.0;23600953344.0;10174140416.0;3.311
VICI;610.0;478.0;800.0;0.19792;0.19709998;0.22521;0;0.0;4.5118675;135.199;none;318490.0;621.475;6239636992.0;210128764928.0;1340955557888.0;79411142656.0;0.93
VICO;111.0;89.0;258.0;0.31526;0.0;0.055560004;0;0.0;0.52964586;209.574;none;78250.0;138.055;2691631153152.0;-2578563989504.0;1007849963520.0;2376274542592.0;176.882
VINS;155.0;79.0;220.0;0.13914;0.0;0.08337;0;0.0;1.4268619;108.63;none;106170.0;147.6;49485598720.0;362963584.0;61427826688.0;263545936.0;33.881
VISI;0.0;110.0;173.0;0.0;0.0;0.0;0;0.0;0.0;0.0;0;332561716.0;127.666664;0.0;0.0;0.0;0.0;0.0
VIVA;50.0;50.0;50.0;-0.47047;0.0;0.0;0;0.0;0.0;-186.549;none;2960.0;50.0;12516202496.0;-17756962816.0;1276465119232.0;3751246299136.0;0.76
