kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;m;cash;opcash;ph;ut;tcs
BSIM;910.0;755.0;1050.0;0.0274;0.0;0.0354;0;0.0;2.3810084;382.191;none;53140.0;884.975;7734244147200.0;2282564091904.0;2908121989120.0;630432989184.0;392.279
BSML;161.0;107.0;334.0;0.07271;0.0;0.15749;0;0.0;2.5290606;63.66;none;20387120.0;175.85;3857826816.0;40368328704.0;365327351808.0;100206960640.0;2.085
BSSR;3690.0;3130.0;4480.0;0.07572;1.2879;0.67024004;0;0.0;42906.977;0.086;none;301410.0;3803.4;86879912.0;182887504.0;1162150272.0;6230887.0;0.033
BSWD;1800.0;1187.5;1900.0;0.42571998;0.0;0.0141900005;0;0.0;1.8010303;999.428;none;280.0;1262.7625;1240041783296.0;-1364612874240.0;117116649472.0;393572288.0;336.158
BTEK;50.0;50.0;50.0;-0.13462;0.0;-0.08603;0;0.0;2.0688515;24.168;none;110.0;50.0;20267356160.0;239910518784.0;159566905344.0;2609348083712.0;0.438
BTEL;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
BTON;394.0;358.0;474.0;0.07932;0.0;0.09849;0;0.0;1.1459185;343.829;none;1510.0;420.92;273437016064.0;3990753280.0;145857003520.0;0.0;379.774
BTPN;2600.0;2380.0;2810.0;0.15582;0.26229998;0.066479996;5.739261;453.02;0.54175466;4799.22;hold;75780.0;2658.85;15329383153664.0;-8087323803648.0;11067586510848.0;36061581410304.0;1902.66
BTPS;1370.0;1325.0;2350.0;0.156;0.6607;0.12576;5.87403;233.23;1.2027831;1139.025;hold;17795920.0;1834.975;3597272088576.0;1762381004800.0;3424173948928.0;53791997952.0;466.991
BUAH;1860.0;1015.0;2200.0;0.03447;0.0;0.20708999;0;0.0;11.283327;164.845;none;166700.0;1726.775;152460902400.0;14989024256.0;1781498773504.0;2972775424.0;152.461
BUDI;250.0;200.0;294.0;0.04022;0.3719;0.06959;0;0.0;0.8223765;303.997;none;974250.0;250.34;130374000640.0;87376003072.0;4112170090496.0;1274944946176.0;28.978
BUKA;164.0;150.0;268.0;-0.119449995;0.0;-0.09137;30.370369;5.4;0.6552556;250.284;buy;194697130.0;209.75;23342497136640.0;-79879045120.0;4367786704896.0;46226194432.0;226.425
BUKK;1005.0;875.0;1600.0;0.05066;0.0;0.1616;0;0.0;0.615896;1631.769;none;9530.0;1110.525;356379000832.0;1188971413504.0;5666266152960.0;2002184306688.0;134.969
BULL;104.0;56.0;189.0;0.32367;0.0;-0.15847;0;0.0;10400.0;0.01;hold;142127510.0;107.39;4375509.0;15933073.0;129397736.0;155867600.0;0.0
BUMI;90.0;84.0;186.0;-0.16528;0.0;0.12354;0;0.0;22499.998;0.004;none;551026780.0;113.295;60229192.0;-837989376.0;1609998464.0;217598544.0;0.0
BUVA;53.0;34.0;72.0;0.00636;0.0;0.06497;0;0.0;1.1379251;46.576;none;1158050.0;53.785;32324247552.0;13786178560.0;356933107712.0;738557558784.0;1.668
BVIC;89.0;84.0;135.0;0.44294;0.0;0.062230002;0;0.0;0.3681687;241.737;none;7655330.0;96.245;759385489408.0;-1471870533632.0;791943118848.0;2338728706048.0;47.916
BWPT;57.0;50.0;70.0;0.16295;0.0;0.0635;0;0.0;0.8317283;68.532;none;91032490.0;55.525;52541001728.0;560188030976.0;4353402077184.0;5596481847296.0;1.688
BYAN;19400.0;13200.0;23800.0;0.52337;1.0744001;0.66886;0;0.0;312903.22;0.062;none;85330.0;18502.75;1219201792.0;1206071808.0;4112585216.0;0.0;0.037
CAKK;124.0;107.0;234.0;-0.15461001;0.0;-0.05761;0;0.0;0.6892603;179.903;none;394720.0;171.815;513319488.0;-56198045696.0;208068263936.0;192698875904.0;0.427
CAMP;346.0;292.0;434.0;0.16806;0.91410005;0.13865;0;0.0;2.175526;159.042;none;1256350.0;352.37;503259594752.0;207914401792.0;1143601102848.0;0.0;85.516
CANI;50.0;50.0;120.0;-0.49068;0.0;0.0;0;0.0;0.0;-0.036;none;200.0;76.415;325857.0;-76571.0;3359032.0;918608.0;0.0
CARE;147.0;110.0;545.0;-0.42828;0.0;-0.03295;0;0.0;1.5691215;93.683;none;13895710.0;356.895;766727618560.0;-70589480960.0;213825404928.0;955585462272.0;23.059
CARS;100.0;72.0;122.0;0.04504;0.0;0.25402;0;0.0;2.753683;36.315;none;16613990.0;100.32;386589884416.0;533795995648.0;6117112414208.0;2006229581824.0;25.773
CASA;680.0;432.0;770.0;0.16462;0.0;0.0034;0;0.0;4.9362283;137.757;none;3353760.0;647.04;19045327831040.0;-2312103002112.0;9124260610048.0;2033841995776.0;349.608
CASH;98.0;58.0;161.0;-0.00979;0.0;-0.04413;0;0.0;0.90722257;108.022;none;1248830.0;99.12;29775806464.0;-4728459776.0;187645919232.0;24210190336.0;20.806
CASS;885.0;398.0;950.0;0.24433;0.0;0.48127;0;0.0;2.8219314;313.615;none;632090.0;681.17;277096988672.0;368462004224.0;2094172995584.0;75552997376.0;132.776
CBMF;50.0;50.0;50.0;-1.14109;0.0;-0.023629999;0;0.0;0.3818397;130.945;none;0.0;50.0;87256424.0;180660144.0;19417268224.0;71999995904.0;0.047
CBPE;131.0;109.0;158.0;0.53991;0.0;0.15513;0;0.0;0.8965725;146.112;none;158760.0;129.915;77430833152.0;36197720064.0;66202353664.0;30810122240.0;57.092
CBRE;50.0;50.0;70.0;0.18475;0.0;0.06554;0;0.0;1.2889919;38.79;none;46870.0;50.075;52216623104.0;11731189760.0;44297146368.0;25178875904.0;11.507
CBUT;1840.0;1360.0;4000.0;0.03641;0.0;0.33843;0;0.0;6.5291986;281.811;none;43980.0;2340.5;358436995072.0;-223395004416.0;10033474568192.0;1390822948864.0;114.7
CCSI;400.0;378.0;800.0;-0.061189998;0.0;0.01302;0;0.0;1.1605842;344.654;none;36750.0;538.835;31529172992.0;15572602880.0;410771816448.0;207066120192.0;26.274
CEKA;1860.0;1810.0;2150.0;0.03444;0.295;0.13107;0;0.0;0.6862699;2710.304;none;22500.0;1900.275;455304773632.0;500627439616.0;5918400970752.0;0.0;765.218
CENT;52.0;50.0;106.0;0.3341;0.0;0.0;0;0.0;0.0;-62.018;none;1792930.0;66.82;159490998272.0;2408419950592.0;2431174049792.0;18667114856448.0;5.115
CFIN;486.0;332.0;750.0;0.47066003;0.4889;0.15323;0;0.0;0.35038215;1387.057;none;17348100.0;531.14;32721346560.0;-1066641850368.0;893210460160.0;4029893574656.0;8.212
CGAS;160.0;127.0;1030.0;0.02552;0.0;0.0;0;0.0;0.0;0.0;none;19104360.0;312.1282;14924005376.0;9219292160.0;391197163520.0;52995403776.0;12.035
CHEM;108.0;98.0;149.0;0.05474;0.0;0.02617;0;0.0;1.6198462;66.673;none;43075750.0;115.13;7560842752.0;-13485852672.0;118481321984.0;13552621568.0;4.448
CHIP;2220.0;685.0;2950.0;0.07456;0.0938;0.0;0;0.0;29.888523;74.276;none;531630.0;1945.45;29310754816.0;-16672110592.0;324961566720.0;35957932032.0;36.366
CINT;163.0;125.0;266.0;0.03803;0.0;-0.02952;0;0.0;0.5029498;324.088;none;671870.0;180.69;12050157568.0;20468146176.0;471056056320.0;77888397312.0;12.05
CITA;1985.0;1840.0;3900.0;-0.0074;0.123500004;0.0726;0;0.0;1.7527857;1132.483;none;6190.0;2373.3;259723001856.0;22591121408.0;4044418187264.0;232890007552.0;65.581
CITY;56.0;50.0;147.0;-1.1860399;0.0;-0.02484;0;0.0;0.36208224;154.661;none;932180.0;63.71;34581585920.0;541607040.0;45671776256.0;5197067776.0;6.398
CLAY;320.0;86.0;560.0;0.22391;0.0;0.0;0;0.0;430.68643;0.743;none;1000.0;207.835;12514750464.0;47494643712.0;210806489088.0;380435824640.0;4.87
CLEO;745.0;452.0;795.0;0.26732;0.0805;0.19864;0;0.0;6.4989443;114.634;none;3573060.0;648.95;2655845888.0;253887397888.0;1497158647808.0;283575681024.0;0.222
CLPI;980.0;925.0;1050.0;0.08914;0.44619998;0.0796;0;0.0;0.5536354;1770.118;none;62770.0;985.9;239885090816.0;82271748096.0;794658013184.0;62754361344.0;783.072
CMNP;1530.0;1480.0;1870.0;32.40918;0.0;0.096379995;0;0.0;0.7320522;2090.015;none;59580.0;1607.7;425869967360.0;1838125940736.0;4453058478080.0;4801576828928.0;78.338
CMNT;1080.0;755.0;1200.0;0.11653;0.0;0.027309999;0;0.0;5.024027;214.967;none;43277610.0;985.75;434328010752.0;1946408976384.0;9638297731072.0;9910406348800.0;25.361
CMPP;120.0;111.0;185.0;-0.14495;0.0;0.0;0;0.0;0.0;-1046.568;none;335120.0;136.12;54198677504.0;618798448640.0;6206550179840.0;7269245779968.0;5.072
CMRY;4210.0;3520.0;4870.0;0.2036;0.48360002;0.2138;0;0.0;5.89215;714.51;strong_buy;1181290.0;4021.95;2482555060224.0;1379802939392.0;7363223879680.0;0.0;312.874
CNKO;50.0;50.0;50.0;0.069409996;0.0;0.0;0;0.0;0.0;-132.513;none;2090.0;50.0;107465302016.0;158652743680.0;1598198251520.0;556940591104.0;11.999
CNMA;250.0;220.0;340.0;0.15678;0.0;0.15268;15.365704;16.27;7.5530987;33.099;buy;5793200.0;273.85526;0.0;1303719968768.0;4401050157056.0;0.0;0.0
CNTX;123.0;122.0;248.0;-0.0521;0.0;0.0;0;0.0;0.0;-0.094;none;10.0;123.605;656797.0;1332285.0;38251816.0;44300000.0;0.003
COAL;50.0;50.0;173.0;0.02641;0.0;0.10625;0;0.0;0.9493791;52.666;none;3521730.0;61.685;71719854080.0;114002919424.0;673015332864.0;155062976512.0;11.475
COCO;158.0;145.0;270.0;-0.00669;0.0;-0.06505;0;0.0;0.74186414;212.977;none;14660.0;186.26;136789581824.0;-65172803584.0;216601706496.0;361559949312.0;153.72
COWL;50.0;50.0;50.0;0.0;0.0;0.0;0;0.0;0.0;0.0;none;0.0;50.0;0.0;0.0;0.0;0.0;0.0
CPIN;4890.0;4330.0;5800.0;0.11015;0.0;0.08698;22.227272;220.0;2.7649379;1768.575;buy;7395800.0;5108.425;3601240948736.0;3813761875968.0;60557520535552.0;9095946960896.0;219.615
CPRI;50.0;50.0;51.0;-0.08567;0.0;-0.0198;0;0.0;0.6637462;75.33;none;0.0;50.0;1130449664.0;272459008.0;3425947648.0;21514065920.0;0.465
CPRO;54.0;50.0;91.0;0.09342;0.0;0.123330005;0;0.0;0.9197438;58.712;none;56302550.0;53.555;128600997888.0;420877991936.0;8831134334976.0;2162573049856.0;2.159
CRAB;220.0;212.0;334.0;0.0127;0.0;0.049099997;0;0.0;2.3027487;95.538;none;4587010.0;249.69;14224048128.0;12763141120.0;551407779840.0;71986290688.0;7.294
CRSN;103.0;91.0;168.0;0.10782;0.0;0.0;0;0.0;1.4369019;71.682;none;581120.0;109.18343;52385337344.0;44439580672.0;427465801728.0;21306388480.0;18.114
CSAP;590.0;430.0;845.0;0.037839998;0.2307;0.08349;0;0.0;1.0268298;574.584;none;10080.0;610.11914;154369671168.0;468423344128.0;16121923108864.0;3927187128320.0;27.163
CSIS;50.0;50.0;74.0;0.101780005;0.0;0.03647;0;0.0;0.40999064;121.954;none;114490.0;55.32;14978410496.0;-22339313664.0;53143896064.0;24540452864.0;11.46
CSMI;2860.0;2520.0;3190.0;0.38942;0.0;-0.54525;0;0.0;287.2351;9.957;none;0.0;3068.15;340742496.0;-2532527104.0;10454522880.0;39645470720.0;0.418
CSRA;448.0;400.0;670.0;0.33792;0.0;0.118319996;0;0.0;0.8487324;527.846;none;121460.0;484.235;68615610368.0;177555161088.0;881713676288.0;562207653888.0;33.471
CTBN;990.0;990.0;2570.0;0.12548;0.0;0.08672;0;0.0;8389.83;0.118;none;130.0;1610.375;12382222.0;13427169.0;189256976.0;754226.0;0.015
CTRA;1260.0;920.0;1330.0;0.3129;0.1822;0.07557;9.9865265;126.17;1.2034545;1046.986;buy;17276560.0;1127.35;9536643530752.0;3419402928128.0;8489022259200.0;8074182000640.0;514.502
CTTH;15.0;12.0;52.0;0.19576;0.0;-0.15258999;0;0.0;0.10998519;136.382;none;161310.0;39.01;3071490304.0;3011130368.0;90393362432.0;337662443520.0;2.495
CUAN;6200.0;240.0;13750.0;0.08068;0.0;0.0;0;0.0;42.59295;145.564;none;9882630.0;5117.475;552007106560.0;42315341824.0;1761141325824.0;325000000.0;49.103
CYBR;210.0;130.0;282.0;-0.03563;0.0;0.0;0;0.0;0.0;0.0;none;2409860.0;205.30405;0.0;-8797095936.0;187020279808.0;0.0;0.0
DADA;7.0;5.0;50.0;-19.33341;0.0;0.00316;0;0.0;0.14871784;47.069;none;25030290.0;37.575;7217159168.0;6875813376.0;30064207872.0;97254506496.0;0.971
DART;137.0;115.0;218.0;0.12021;0.0;-0.18672001;0;0.0;0.23848899;574.45;none;22970.0;138.04;36425060352.0;34586189824.0;400183263232.0;3472651714560.0;11.595
DAYA;320.0;168.0;382.0;-0.01047;0.0;-1.72572;0;0.0;126.18297;2.536;none;57550.0;252.74;175372976128.0;270559608832.0;1406120230912.0;249405849600.0;72.452
DCII;34800.0;32525.0;59050.0;0.51177;0.0;0.27429;0;0.0;42.41833;820.4;none;1200.0;37009.625;362488987648.0;754211028992.0;1254999064576.0;1179808038912.0;152.067
DEAL;6.0;3.0;50.0;-0.85373;0.0;0.0;0;0.0;0.0;-49.686;none;0.0;37.61;4743128576.0;-19568414720.0;58004180992.0;144532094976.0;4.138
DEFI;1455.0;1455.0;1610.0;-1.7403301;0.0;-0.22518998;0;0.0;21.856035;66.572;none;0.0;1455.0;13664528384.0;-2746263040.0;-8370322432.0;0.0;20.214
DEPO;376.0;336.0;484.0;0.02177;0.2945;0.08853;0;0.0;2.1003122;179.021;none;44560.0;408.84;275445874688.0;86417588224.0;2669408681984.0;57517109248.0;40.566
DEWA;59.0;50.0;93.0;0.01754;0.0;-0.03198;0;0.0;0.39682806;148.679;none;68534470.0;64.02;440468045824.0;597172617216.0;7378943082496.0;1590513893376.0;20.155
DEWI;76.0;50.0;394.0;0.17954001;0.0;0.05737;0;0.0;0.98286456;77.325;none;16506470.0;88.93;20069056512.0;-78188863488.0;90876469248.0;20796178432.0;10.035
DFAM;52.0;50.0;92.0;0.063140005;0.0;-0.33344;0;0.0;2.2970226;22.638;none;1186800.0;64.7;1782909568.0;5234511360.0;70616506368.0;153413648384.0;0.938
DGIK;94.0;72.0;149.0;0.05506;0.0;0.057740003;0;0.0;0.7734143;121.539;none;13479930.0;102.695;5854430720.0;-88623357952.0;396112101376.0;87379607552.0;1.139
DGNS;286.0;160.0;324.0;-0.084750004;0.0;-0.049039997;0;0.0;1.7894907;159.822;none;3566510.0;234.085;22237970432.0;19500267520.0;156172763136.0;36272238592.0;17.79
DIGI;17.0;8.0;50.0;-0.09345;0.0;0.0;0;0.0;0.0;-4.939;none;613130.0;39.065;1001196032.0;1317084928.0;54929678336.0;12400587776.0;0.616
DILD;186.0;158.0;292.0;0.3192;0.0;0.15135;26.571428;7.0;0.36845985;504.804;none;7851500.0;208.895;776678932480.0;-521978150912.0;4579258793984.0;5058624225280.0;74.927
DIVA;175.0;171.0;900.0;-1.0000001e-05;0.0;-0.44684;0;0.0;0.18297133;956.434;none;105280.0;327.45;891563474944.0;-59713806336.0;4110382530560.0;121950044160.0;636.837
DKFT;102.0;76.0;141.0;0.10939;0.0;0.0683;0;0.0;0.9089289;112.22;none;4143030.0;107.795;629805219840.0;368189538304.0;737867988992.0;823583965184.0;114.23
DLTA;3360.0;3330.0;4150.0;0.30778998;1.2646;0.22251;0;0.0;3.0086958;1116.763;none;45660.0;3625.1;600625250304.0;188269297664.0;734082891776.0;0.0;750.164
DMAS;159.0;158.0;179.0;-1.64968;1.139;0.17873;6.5648227;24.22;1.3106809;121.311;buy;16578420.0;168.935;948887552000.0;1154370895872.0;1659807858688.0;1081101824.0;19.687
DMMX;177.0;175.0;875.0;0.01658;0.0;-0.093760006;0;0.0;1.511193;117.126;strong_buy;9806700.0;364.655;395159011328.0;60327387136.0;2146390638592.0;37749358592.0;54.434
DMND;795.0;755.0;890.0;0.02578;0.0;0.061440002;0;0.0;1.3407562;592.949;none;20320.0;817.325;1007259025408.0;199753007104.0;9090765946880.0;347362000896.0;106.382
DNAR;119.0;107.0;168.0;0.16264999;0.0;0.00713;0;0.0;0.56255466;211.535;none;765330.0;124.915;619436965888.0;-1029606080512.0;368408231936.0;508479700992.0;36.67
DNET;4600.0;3890.0;4770.0;0.37437;0.0;0.08236;0;0.0;5.121593;898.158;none;12650.0;4445.85;5138903203840.0;102848004096.0;1413690949632.0;6579779796992.0;362.303
DOID;342.0;276.0;570.0;0.11707;0.0646;0.11529;1.8540604;184.46;9500.0;0.036;strong_buy;10301530.0;386.305;207754320.0;288283104.0;1767851904.0;936627072.0;0.028
DOOH;80.0;50.0;252.0;0.0825;0.0;0.0171;0;0.0;2.7585256;29.001;none;409647270.0;89.65;20154202112.0;-131615113216.0;152353357824.0;9122704384.0;2.605
DPNS;426.0;378.0;585.0;0.123409994;0.0;0.04598;0;0.0;0.46457657;916.964;none;34490.0;435.025;165373722624.0;14849856512.0;127909675008.0;40818470912.0;499.422
DPUM;24.0;15.0;50.0;-0.0053600003;0.0;-0.05249;0;0.0;0.17832066;134.589;none;243370.0;31.885;8546149888.0;4847043584.0;931195518976.0;738533376000.0;2.052
DRMA;1090.0;700.0;1815.0;0.1451;0.14850001;0.42236;0;0.0;2.8325448;384.813;buy;7462450.0;1401.125;312983683072.0;769719795712.0;5492235567104.0;538055999488.0;66.509
DSFI;59.0;56.0;96.0;0.03373;0.0;0.05948;0;0.0;0.44168288;133.58;none;1095220.0;71.815;12839805952.0;-5365702144.0;540735209472.0;88167768064.0;6.914
DSNG;560.0;490.0;730.0;0.19594;0.3786;0.09873;0;0.0;0.68104315;822.268;hold;34071700.0;565.4;389745999872.0;1874371936256.0;9498749042688.0;5576886059008.0;36.769
DSSA;119975.0;33950.0;163000.0;0.12984;0.0;0.54972;0;0.0;58183.8;2.062;none;910.0;66451.25;413437600.0;1613611136.0;5894026240.0;467906112.0;0.671
DUCK;176.0;173.0;190.0;-0.20611;0.0;0.04634;0;0.0;0.24846931;708.337;none;0.0;176.0;701357293568.0;-60002893824.0;336859004928.0;46183415808.0;546.514
DUTI;4660.0;4200.0;4950.0;0.41282;0.0;0.13005;0;0.0;0.8517484;5471.099;none;2260.0;4664.45;2897468719104.0;602069073920.0;3799645159424.0;3076732160.0;1566.199
DVLA;1530.0;1400.0;2110.0;0.00149;1.6080999;0.058480002;0;0.0;1.212492;1261.864;none;34190.0;1850.575;340970110976.0;164007804928.0;1739188862976.0;1579144960.0;304.438
DWGL;106.0;83.0;242.0;0.0924;0.0;0.28548;0;0.0;3.9298558;26.973;none;28460.0;125.01;179436945408.0;41247113216.0;2835844169728.0;452544495616.0;19.393
DYAN;81.0;73.0;143.0;0.039419997;0.0;0.13944;0;0.0;0.63283724;127.995;none;3733840.0;101.16;180262764544.0;205888389120.0;1460065140736.0;263497777152.0;42.187
EAST;133.0;95.0;184.0;0.50637;0.0;0.108;0;0.0;1.1874788;112.002;none;2890240.0;140.915;7279559680.0;46825836544.0;106354483200.0;2449990144.0;1.764
ECII;264.0;242.0;450.0;-0.02049;0.38459998;0.011569999;0;0.0;0.25693032;1027.516;none;54800.0;338.85;452191158272.0;28530464768.0;2427362738176.0;32589914112.0;372.21
EDGE;4310.0;3300.0;11550.0;0.32633;0.0;0.19883;0;0.0;6.286959;685.546;none;65030.0;4269.35;148330004480.0;218700005376.0;911529017344.0;128983998464.0;73.422
EKAD;252.0;240.0;294.0;0.17599002;0.0;0.062129997;0;0.0;0.80495495;313.061;none;122550.0;255.49;297800269824.0;75198685184.0;536447614976.0;25182566400.0;85.235
ELIT;87.0;76.0;330.0;0.02644;0.0;0.0;0;0.0;1.5897671;54.725;none;6789750.0;111.215;10155827200.0;8320793600.0;290398797824.0;26513559552.0;4.999
ELPI;262.0;212.0;338.0;0.24562;0.191;0.09846;0;0.0;1.1011456;237.934;none;7750070.0;260.83;264584003584.0;196941004800.0;981490991104.0;286480990208.0;35.697
ELSA;378.0;292.0;460.0;0.03364;0.38259998;0.11792;7.620968;49.6;0.6248037;604.99;none;43817970.0;391.24;2077725032448.0;1389989986304.0;12564391002112.0;1243217002496.0;284.745
ELTY;50.0;50.0;50.0;0.03674;0.0;-0.10498;0;0.0;0.3247407;153.969;none;94110.0;50.0;116569997312.0;-135959003136.0;1209959055360.0;806962987008.0;2.678
EMDE;129.0;101.0;206.0;-0.35714;0.0;-0.03745;0;0.0;0.27547032;468.29;none;59120.0;123.925;55857057792.0;-25092702208.0;163277979648.0;965025136640.0;16.674
EMTK;470.0;450.0;905.0;-0.01556;0.26590002;-0.01181;40.7279;11.54;0.8130011;578.105;buy;19400350.0;593.345;9623850450944.0;3307240947712.0;15311605596160.0;1002540564480.0;157.774
ENAK;1250.0;1080.0;1560.0;-0.01671;0.8604;0.11881;0;0.0;10.527645;118.735;strong_buy;169770.0;1301.3;28062134272.0;128263790592.0;1366234497024.0;466358796288.0;12.952
ENRG;206.0;193.0;302.0;0.26124;0.0;0.12952;0;0.0;7923.0767;0.026;none;30130160.0;231.065;38596044.0;138977344.0;404328480.0;132465616.0;0.002
ENVY;50.0;50.0;51.0;-367.45148;0.0;-1.6925701;0;0.0;3.1148767;16.052;none;0.0;50.0;20715572.0;-74541152.0;272500000.0;0.0;0.012
ENZO;62.0;50.0;66.0;0.02191;0.0;0.00068000006;0;0.0;0.831679;74.548;none;10170990.0;50.32;511641952.0;-30507145216.0;430840152064.0;110959763456.0;0.237
EPAC;7.0;6.0;50.0;-0.103690006;0.0;-0.32099998;0;0.0;0.21649039;32.334;none;38360.0;13.56;3210196736.0;11582779392.0;103334453248.0;133407055872.0;0.972
EPMT;2440.0;2440.0;3200.0;0.037469998;0.7739;0.10108;0;0.0;0.9311492;2620.418;none;24350.0;2689.5;489044115456.0;496007806976.0;28328513765376.0;219686436864.0;180.55
ERAA;414.0;326.0;560.0;0.01743;0.36270002;0.124110006;6.5196853;63.5;0.9468917;437.22;strong_buy;37035880.0;442.485;1473413120000.0;-593691344896.0;57346705326080.0;8231592132608.0;93.352
ERAL;326.0;242.0;480.0;0.07839;0.0;0.22356;0;0.0;1.4782904;220.525;none;30780710.0;329.3919;0.0;101190336512.0;3037345873920.0;0.0;0.0
ERTX;262.0;122.0;446.0;0.03779;0.0;0.16549999;0;0.0;13789.475;0.019;none;335680.0;300.295;3845273.0;3506726.0;120798776.0;42966416.0;0.003
ESIP;50.0;50.0;55.0;0.02108;0.0;-0.0035899999;0;0.0;0.57874393;86.394;none;3640.0;50.405;1913961472.0;8788493312.0;59938607104.0;487008992.0;1.724
ESSA;550.0;480.0;1035.0;0.41025;1.4727;0.09134;11.682242;47.08;25000.0;0.022;buy;25253670.0;607.455;107934168.0;151299680.0;344961632.0;161148608.0;0.006
ESTA;76.0;62.0;136.0;0.13129;0.0;0.02819;0;0.0;1.1453719;66.354;none;12210510.0;85.44;37827166208.0;11340152832.0;48424108032.0;106530529280.0;15.597
ESTI;50.0;50.0;65.0;0.06497;0.0;0.02789;0;0.0;7142.857;0.007;none;2220.0;50.29;91940.0;2453010.0;22383774.0;30350540.0;0.0
ETWA;70.0;70.0;372.0;-964.2735;0.0;0.0;0;0.0;0.0;-92.299;none;0.0;109.825;313751456.0;-6401762816.0;35066432.0;979881033728.0;0.067
EURO;109.0;65.0;320.0;0.08886;0.0;0.0;0;0.0;4.660709;23.387;none;50201040.0;171.635;29470244864.0;-6746487808.0;27385501696.0;0.0;11.562
EXCL;2400.0;1695.0;2640.0;0.13533;0.4319;0.04914;15.904573;150.9;1.1901456;2016.56;buy;32738130.0;2190.1;966026985472.0;16095537790976.0;32322650898432.0;45918032232448.0;73.901
FAPA;5300.0;4330.0;5375.0;0.12009;0.0;0.075;0;0.0;5.030673;1053.537;none;13850.0;5178.9;412237955072.0;1425848401920.0;4877438156800.0;3345187602432.0;113.583
FAST;720.0;645.0;995.0;-0.1145;0.0;-0.21080999;0;0.0;3.172449;226.954;none;13720.0;775.675;213040185344.0;443193294848.0;6161173577728.0;1013644853248.0;53.433
FASW;5550.0;5550.0;6350.0;-0.068280004;2.4587;-0.13352;0;0.0;3.1518207;1760.887;none;0.0;5873.125;75685003264.0;284187983872.0;7723193204736.0;6360432902144.0;30.544
FILM;4240.0;610.0;6250.0;0.27298;0.0;0.05718;0;0.0;24.903967;170.254;none;10361760.0;3675.15;470582001664.0;51388542976.0;348066283520.0;992889792.0;49.477
FIMP;54.0;43.0;76.0;-0.09399;0.0;0.0684;0;0.0;0.737715;73.199;none;29150.0;63.08;3996680192.0;4207493376.0;10899999744.0;760210304.0;9.992
FIRE;98.0;53.0;210.0;0.19473;0.0;-0.38092;0;0.0;0.7177541;136.537;none;72962140.0;99.685;15950871552.0;32022218752.0;185714229248.0;39784042496.0;10.811
FISH;5550.0;5450.0;7300.0;0.02305;0.5445;0.17229;0;0.0;16567.164;0.335;none;10.0;5793.375;57885104.0;34606112.0;1423305088.0;173396416.0;0.121
FITT;590.0;440.0;665.0;-0.27503002;0.0;-0.23167999;0;0.0;15.214812;38.778;none;194620.0;596.875;2859729920.0;-3908017664.0;11833525248.0;27803099136.0;3.938
FLMC;28.0;26.0;79.0;-0.27209;0.0;0.0;0;0.0;0.24356087;114.961;none;65730.0;70.715;23018737664.0;28458061824.0;52751560704.0;4492007936.0;29.464
FMII;197.0;147.10368;688.7514;0.45747003;0.0;0.03339;0;0.0;1.8891084;104.282;none;35510.0;304.66376;1689716736.0;1933829120.0;54451392512.0;65111633920.0;0.264
